"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"80430","1.0","106","[""BIO""]","16","""9/999""","[""IST"", ""SED""]","106","","[""John Giannini""]","""2/999""","100","[""RNS 390""]","999","""Cell Bio & Genetics""","125","false","","4","""0/999""","""5/999""","""O""","20104","[""M-F 1000-1130""]","""Cellular Biology and Genetics""","""Research""","2010"
"80431","0.0","107","[""BIO""]","16","""9/999""","","106","","[""John Giannini""]","""2/999""","100","[""RNS 255""]","999","""Cell Bio & Genetics Lab""","125","false","","4","""0/999""","""5/999""","""O""","20104","[""TW 0100-0330PM""]","","""Lab""","2010"
"80432","1.0","126","[""BIO""]","21","""0/999""","","126","","[""Kevin M. Crisp""]","""7/999""","200","[""RNS 410""]","999","""Human Anatomy & Physiol""","243","false","","4","""4/999""","""10/999""","""O""","20104","[""M-F 1000-1130""]","""Human Anatomy and Physiology""","""Research""","2010"
"80433","0.0","127","[""BIO""]","21","""0/999""","","126","","[""Kevin M. Crisp""]","""7/999""","200","[""RNS 254""]","999","""Human Anatomy & Physiol L""","243","false","","4","""4/999""","""10/999""","""O""","20104","[""TTh 0100-0400PM""]","","""Lab""","2010"
"80435","1.0","192","[""CHEM""]","7","""2/999""","[""SED""]","192","","[""Patrick N. Riley""]","""3/999""","100","[""RNS 310""]","999","""Struct Chem & Equilib""","125","false","","4","""1/999""","""1/999""","""O""","20104","[""M-F 1000-1130""]","""Structural Chemistry and Equilibrium""","""Research""","2010"
"80436","0.0","193","[""CHEM""]","7","""2/999""","","192","","[""Patrick N. Riley""]","""3/999""","100","[""RNS 350""]","999","""Struct Chem & Equilib Lab""","125","false","","4","""1/999""","""1/999""","""O""","20104","[""MW 0100-0400PM""]","","""Lab""","2010"
"80438","1.0","196","[""CHEM""]","27","""11/999""","","196","","[""Peter J. Gittins""]","""3/999""","200","[""RNS 310""]","999","""Organic Chemistry I""","247","false","","4","""2/999""","""11/999""","""O""","20104","[""M-F 0800-0930""]","","""Research""","2010"
"80439","0.25","199","[""CHEM""]","21","""9/999""","","196","","[""Robert Hanson""]","""0/999""","200","[""RNS 340""]","24","""Synthesis Lab I""","253","true","""A""","4","""2/999""","""10/999""","""C""","20104","[""MW 0100-0400PM""]","""Synthesis Laboratory I""","""Lab""","2010"
"80442","0.25","199","[""CHEM""]","0","""0/999""","","196","","[""Staff""]","""0/999""","200","[""RNS 340""]","20","""Synthesis Lab I""","253","true","""B""","4","""0/999""","""0/999""","""X""","20104","[""TTh 0100-0400PM""]","""Synthesis Laboratory I""","""Lab""","2010"
"80443","1.0","214","[""CHEM""]","9","""0/999""","[""IST""]","","","[""Beth Abdella""]","""4/999""","300","[""RNS 435""]","999","""Biochemistry I""","379","false","","4","""0/999""","""5/999""","""O""","20104","[""M-F 1000-1130""]","","""Research""","2010"
"80452","1.0","411","[""ENGL""]","11","""1/999""","[""ALS-L"", ""MCG""]","","","[""Joseph L. Mbele""]","""7/999""","200","[""TOH 200""]","999","""Post-Colonial Lit""","210","false","","4","""0/999""","""3/999""","""O""","20104","[""M-F 1000-1130""]","""Post-Colonial Literatures""","""Research""","2010"
"80454","1.0","20060","[""REL""]","13","""2/999""","[""BTS-T""]","","""R""","[""Gregory A. Walter""]","""1/999""","200","[""TOH 184""]","999","""Quest of Ring/Grail/Cross""","238","false","","4","""2/999""","""8/999""","""O""","20104","[""M-F 1000-1130""]","""Quest of the Ring, the Grail, and the Cross""","""Research""","2010"
"80455","1.0","1237","[""REL""]","7","""0/999""","[""EIN"", ""WRI""]","","","[""Gregory A. Walter""]","""1/999""","200","[""TOH 212""]","25","""Rel Pluralsm/Communit""","295","false","","4","""0/999""","""6/999""","""O""","20104","[""M-F 1230-0200PM""]","""Religious Pluralism and the Nature of Community""","""Research""","2010"
"80460","1.0","189","[""CHEM""]","2","""0/999""","","","","[""Patrick N. Riley""]","""1/999""","100","","999","""Atom/Molec Structure""","123","false","","4","""0/999""","""1/999""","""C""","20104","","""Atomic and Molecular Structure""","""Research""","2010"
"80461","0.5","1012","[""ESAC""]","7","""0/999""","[""SPM""]","","","[""Shahram Ahrar""]","""4/999""","100","","999","""Individual Fitness.50""","133","false","","4","""0/999""","""3/999""","""O""","20104","[""M-F 0800-0930""]","""Individual Fitness""","""Research""","2010"
