"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"77185","0.25","16220","[""ASIAN"", ""HIST""]","5","""0/999""","","","","","[""Robert Entenmann""]","""2/999""","200","","10","""FLC - Chinese""","250","false","","1","""2/999""","""1/999""","""O""","20111","","","""FLAC""","2011"
"77187","0.25","18886","[""PSCI""]","2","""0/999""","","","","","[""J. Patrick Dale""]","""0/999""","200","","15","""FLC - Russian""","282","false","","1","""2/999""","""0/999""","""O""","20111","","","""FLAC""","2011"
"77188","0.25","16224","[""HIST""]","0","""0/999""","","","","","[""Anna Kuxhausen""]","""0/999""","200","","10","""FLC - Russian""","230","false","","1","""0/999""","""0/999""","""X""","20111","","","""FLAC""","2011"
"77190","1.0","747","[""MATH""]","13","""0/999""","[""WRI""]","","","","[""Adam H. Berliner""]","""3/999""","200","[""TOH 186""]","22","""Abstract Algebra I""","252","false","""A""","1","""4/999""","""6/999""","""O""","20111","[""MWF 0905-1000""]","","""Research""","2011"
"77191","1.0","747","[""MATH""]","19","""0/999""","[""WRI""]","","","","[""Kay E. Smith""]","""4/999""","200","[""RNS 204""]","22","""Abstract Algebra I""","252","false","""B""","1","""5/999""","""10/999""","""O""","20111","[""MWF 1255-0150PM""]","","""Research""","2011"
"77192","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77193","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77194","1.0","68","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77195","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77196","0.5","153","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77197","1.0","174","[""BIO""]","1","""0/999""","","","","","[""Cynthia Book""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""1/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77198","1.0","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77199","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77200","1.0","233","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77201","1.0","235","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77202","1.0","248","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77203","1.0","251","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77204","1.0","276","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77205","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77206","1.0","299","[""CSCI""]","1","""0/999""","","","","","[""Olaf A. Hall-Holt""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77207","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77208","0.5","313","[""EDUC""]","1","""0/0""","","","","","[""Robert W. McClure""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/0""","""C""","20111","","","""Research""","2011"
"77209","0.5","344","[""EDUC""]","1","""0/0""","","","","","[""Rosemary A. Pfarr-Baker""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""1/999""","""0/0""","""C""","20111","","""Internship""","""Research""","2011"
"77210","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77211","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77212","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77213","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77214","1.0","471","[""IDFA""]","","","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","1","","","""C""","20111","","","""Research""","2011"
"77215","1.0","474","[""IDFA""]","","","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","1","","","""C""","20111","","","""Research""","2011"
"77216","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77217","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77218","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77219","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77220","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77221","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Academic Inernship""","""Research""","2011"
"77222","1.0","624","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77223","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77224","1.0","643","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77225","1.0","646","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77226","0.5","653","[""FAMST""]","1","""0/999""","","","","","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77227","1.0","656","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77228","1.0","668","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77229","1.0","670","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77230","1.0","686","[""IS""]","1","""0/999""","","","","","[""Beth Christensen""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77231","1.0","691","[""IS""]","1","""0/999""","","","","","[""Jerry Olszewski""]","""1/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77232","1.0","707","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77233","1.0","709","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77234","1.0","716","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77235","1.0","725","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","","""Research""","2011"
"77236","1.0","751","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
"77237","1.0","766","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20111","","""Internship""","""Research""","2011"
