"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"106301","1.0","190","[""CHEM""]","0","""0/999""","[""IST"", ""SED""]","190","","[""Paul T. Jackson""]","""0/999""","100","[""RNS 410""]","24","""A Matter of Environ""","124","false","","2","""0/999""","""0/999""","""C""","20162","[""M-F 0800-1000""]","""A Matter of the Environment with Lab""","""Research""","2016"
"106302","0.0","191","[""CHEM""]","0","""0/999""","","190","","[""Adam Dittmer""]","""0/999""","100","[""RNS 350""]","24","""A Matter of Environ Lab""","124","false","","2","""0/999""","""0/999""","""C""","20162","[""TWTh 1230-0330PM""]","","""Lab""","2016"
"106303","1.0","11","[""AMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106304","1.0","68","[""ART""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106305","1.0","73","[""ART""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106306","1.0","93","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106307","1.0","96","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106308","1.0","153","[""BIO""]","0","""0/999""","","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106309","1.0","174","[""BIO""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106310","1.0","204","[""CHEM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106311","1.0","222","[""CHEM""]","0","""0/999""","","","","[""Dipannita Kalyani""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106312","1.0","233","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106313","1.0","235","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106314","1.0","248","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
"106315","1.0","251","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20162","","","""Research""","2016"
