"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"100634","1.0","190","[""CHEM""]","32","""4/999""","[""IST"", ""SED""]","190","","[""George K. Anquandah""]","""7/999""","100","[""RNS 410""]","24","""A Matter of Environ""","124","false","","2","""10/999""","""11/999""","""C""","20152","[""M-F 0800-1000""]","""A Matter of the Environment with Lab""","""Research""","2015"
"100635","0.0","191","[""CHEM""]","32","""4/999""","","190","","[""George K. Anquandah""]","""7/999""","100","[""RNS 454""]","24","""A Matter of Environ Lab""","124","false","","2","""10/999""","""11/999""","""C""","20152","[""TWTh 1230-0330PM""]","","""Lab""","2015"
"100636","1.0","11","[""AMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100637","1.0","68","[""ART""]","1","""0/999""","","","","[""Irve Dell""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20152","","","""Research""","2015"
"100638","1.0","73","[""ART""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100639","1.0","93","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100640","1.0","96","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100641","1.0","153","[""BIO""]","2","""0/999""","","","","[""Anne Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""1/999""","""C""","20152","","","""Research""","2015"
"100642","1.0","174","[""BIO""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100643","1.0","204","[""CHEM""]","1","""0/999""","","","","[""Daniel A. Everson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100644","1.0","222","[""CHEM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100645","1.0","233","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100646","1.0","235","[""CLASS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100647","1.0","248","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100648","1.0","251","[""CHIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100649","1.0","276","[""ECON""]","1","""0/999""","","","","[""Thomas Bernardin""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20152","","","""Research""","2015"
"100650","1.0","284","[""ECON""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100651","1.0","299","[""CSCI""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100652","1.0","306","[""CSCI""]","1","""0/999""","","","","[""Richard Brown""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100653","1.0","313","[""EDUC""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100654","1.0","344","[""EDUC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100655","1.0","374","[""DANCE""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","""Internship""","""Research""","2015"
"100656","1.0","377","[""DANCE""]","1","""0/999""","","","","[""Heather J. Klopchin""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100657","1.0","433","[""ENGL""]","1","""0/999""","","","","[""Mary Titus""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20152","","","""Research""","2015"
"100658","1.0","449","[""ENGL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100659","1.0","464","[""ENVST""]","1","""0/999""","","","","[""Charles Taliaferro""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100660","1.0","466","[""ENVST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100661","1.0","490","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100662","1.0","494","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100663","1.0","522","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100664","1.0","529","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100665","1.0","543","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100666","1.0","550","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","""Academic Inernship""","""Research""","2015"
"100667","1.0","624","[""HIST""]","1","""0/999""","","","","[""Eric J. Fure-Slocum""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100668","1.0","640","[""HIST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100669","1.0","653","[""FAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100670","1.0","656","[""FAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100671","1.0","686","[""IS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100672","1.0","691","[""IS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100673","1.0","707","[""ID""]","4","""0/999""","","","","[""Kevin M. Crisp""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""3/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100674","1.0","709","[""ID""]","1","""0/999""","","","","[""Donna K. McMillan""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100675","1.0","716","[""LATIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100676","1.0","725","[""LATIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100677","1.0","751","[""MATH""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20152","","","""Research""","2015"
"100678","1.0","784","[""MGMT""]","2","""1/999""","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20152","","","""Research""","2015"
