"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"82585","0.25","16220","[""ASIAN"", ""HIST""]","1","""0/999""","","","","","[""Robert Entenmann""]","""1/999""","200","","10","""FLC - Chinese""","250","false","","1","""0/999""","""0/999""","""O""","20121","","","""FLAC""","2012"
"82587","0.25","18886","[""PSCI""]","0","""0/999""","","","","","[""J. Patrick Dale""]","""0/999""","200","","15","""FLC - Russian""","282","false","","1","""0/999""","""0/999""","""O""","20121","","","""FLAC""","2012"
"82589","1.0","747","[""MATH""]","23","""1/999""","[""WRI""]","","","","[""Adam H. Berliner""]","""13/999""","200","[""RNS 206""]","22","""Abstract Algebra I""","252","false","""A""","1","""5/999""","""4/999""","""C""","20121","[""MWF 1045-1140""]","","""Research""","2012"
"82590","1.0","747","[""MATH""]","16","""0/999""","[""WRI""]","","","","[""Marju Purin""]","""8/999""","200","[""TOH 186""]","22","""Abstract Algebra I""","252","false","""B""","1","""3/999""","""5/999""","""C""","20121","[""MWF 0200-0255PM""]","","""Research""","2012"
"82591","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82592","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82593","1.0","68","[""ART""]","1","""0/999""","","","","","[""Wendell Arneson""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82594","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82595","0.5","153","[""BIO""]","1","""0/999""","","","","","[""David Van Wylen""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82596","1.0","174","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82597","1.0","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82598","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82599","1.0","233","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82600","1.0","235","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82601","1.0","248","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82602","1.0","251","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82603","1.0","276","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82604","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","","""Research""","2012"
"82605","1.0","299","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82606","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82607","0.5","313","[""EDUC""]","0","""0/0""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/0""","""C""","20121","","","""Research""","2012"
"82608","0.5","344","[""EDUC""]","0","""0/0""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/0""","""C""","20121","","""Internship""","""Research""","2012"
"82609","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82610","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82611","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82612","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20121","","""Internship""","""Research""","2012"
"82613","1.0","471","[""IDFA""]","","","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","1","","","""C""","20121","","","""Research""","2012"
