"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"105027","1.0","26217","[""HIST""]","0","""0/999""","","","","[""Timothy R. Howe""]","""0/999""","200","","999","""Archaeological Methods""","202","false","""H""","5","""0/999""","""0/999""","""O""","20155","","""Mediterranean Archaeology Field School""","""Research""","2015"
"109545","1.0","126","[""BIO""]","4","""0/999""","","126","","[""Steven Cole""]","""1/999""","200","[""RNS 435""]","999","""Human Anatomy & Physiology""","243","false","","5","""0/999""","""3/999""","""O""","20155","[""M-Th 0900-1100""]","""Human Anatomy and Physiology: Organs and Organ Systems""","""Research""","2015"
"109546","0.0","127","[""BIO""]","4","""0/999""","","126","","[""Steven Cole""]","""1/999""","200","[""RNS 254""]","999","""Human Anatomy & Physiology Lab""","243","false","","5","""0/999""","""3/999""","""O""","20155","[""MTW 1200-0300PM""]","","""Lab""","2015"
"109557","1.0","194","[""CHEM""]","5","""2/999""","[""SED""]","194","","[""Patrick N. Riley""]","""1/999""","100","[""RNS 310""]","999","""Chemical Reactions""","126","false","","5","""1/999""","""1/999""","""O""","20155","[""M-F 1000-1130""]","""Energies and Rates of Chemical Reactions""","""Research""","2015"
"109558","0.0","195","[""CHEM""]","5","""2/999""","","194","","[""Patrick N. Riley""]","""1/999""","100","[""RNS 355""]","999","""Chemical Reactions Lab""","126","false","","5","""1/999""","""1/999""","""O""","20155","[""MW 0100-0400PM""]","","""Lab""","2015"
"109559","1.0","197","[""CHEM""]","26","""6/999""","","197","","[""Michael S. Hemenway""]","""4/999""","200","[""RNS 390""]","35","""Organic Chemistry II""","248","false","","5","""4/999""","""12/999""","""O""","20155","[""M-F 1000-1130""]","","""Research""","2015"
"109560","0.25","200","[""CHEM""]","16","""3/999""","","197","","[""Stephanie R. Harstad""]","""2/999""","200","[""RNS 340""]","24","""Synthesis Lab II""","254","true","""A""","5","""2/999""","""9/999""","""C""","20155","[""MW 1230-0330PM""]","""Synthesis Laboratory II""","""Lab""","2015"
"109561","1.0","1327","[""SPAN""]","2","""1/999""","[""FOL-S"", ""MCD""]","","","[""Kris A. Cropsey""]","""0/999""","200","[""TOH 214""]","999","""Intermed Spanish II""","232","false","","5","""0/999""","""1/999""","""O""","20155","[""M-F 1000-1130""]","""Intermediate Spanish II""","""Research""","2015"
"109562","0.25","23391","[""WRIT""]","0","""0/999""","","","""R""","[""Bridget A. Draxler""]","""0/999""","100","[""TOH 210"", ""TOH 210"", ""TOH 210"", ""TOH 210""]","999","""Top: Supplemental Writing""","109","true","","5","""0/999""","""0/999""","""C""","20155","[""MW 0100-0200PM"", ""MW 0215-0315PM"", ""F 1245-0145PM"", ""F 0200-0300PM""]","""Topics: Supplemental Writing""","""Topic""","2015"
"109563","0.5","1012","[""ESAC""]","4","""1/999""","[""SPM""]","","","[""Staff""]","""2/999""","100","[""SAC Wt Rm""]","999","""Individual Fitness .50""","133","false","","5","""0/999""","""1/999""","""X""","20155","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2015"
"109564","1.0","21392","[""ENGL""]","4","""0/999""","[""ALS-L"", ""MCG""]","","""R""","[""Joseph L. Mbele""]","""2/999""","200","[""RML 420""]","999","""Top: African Literature""","206","false","","5","""0/999""","""2/999""","""O""","20155","[""M-F 1230-0200PM""]","""African Literature""","""Topic""","2015"
"109565","1.0","1074","[""PHYS""]","9","""1/999""","[""SED""]","1074","","[""Todd Coleman""]","""0/999""","100","[""RNS 208""]","999","""Principles Physics II""","125","false","","5","""1/999""","""7/999""","""O""","20155","[""M-F 1000-1200PM""]","""Principles of Physics II""","""Research""","2015"
"109566","0.0","1075","[""PHYS""]","9","""1/999""","","1074","","[""Todd Coleman""]","""0/999""","100","[""RNS 292""]","999","""Principles Physics II Lab""","125","false","","5","""1/999""","""7/999""","""O""","20155","[""MW 0100-0330PM""]","","""Lab""","2015"
"109567","1.0","1103","[""PSCI""]","1","""0/999""","[""HBS"", ""MCD""]","","","[""Joshua Anderson""]","""1/999""","100","[""RML 520""]","999","""American Politics""","111","false","","5","""0/999""","""0/999""","""X""","20155","[""M-F 1000-1130""]","","""Research""","2015"
"109568","1.0","24283","[""PSCI""]","3","""0/999""","[""HBS"", ""MCD""]","","""R""","[""Joshua Anderson""]","""0/999""","200","[""RML 520""]","999","""Race and Politics""","244","false","","5","""0/999""","""3/999""","""O""","20155","[""M-F 1230-0200PM""]","""Race and American Politics""","""Research""","2015"
"109569","1.0","27950","[""MUSIC""]","0","""0/999""","[""ALS-A""]","","""R""","[""David R. Castro""]","""0/999""","100","[""CHM 239""]","999","""Rock Music: Style/Context""","134","false","","5","""0/999""","""0/999""","""O""","20155","[""M-F 1000-1130""]","""Rock Music: Style and Context""","""Research""","2015"
"109772","1.0","27057","[""ID""]","0","""0/999""","[""IST"", ""SED""]","","""R""","[""Charles Jr. Umbanhowar"", ""Mary Walczak""]","""0/999""","100","[""RNS 410""]","999","""Explorations in Science""","150","false","","5","""0/999""","""0/999""","""C""","20155","[""M-F 0830-1030""]","","""Research""","2015"
"109773","1.0","499","[""ID""]","1","""0/999""","[""HBS"", ""MCG""]","","","[""Robert W. McClure""]","""0/999""","200","[""TOH 214""]","999","""Human Geography of the Middle East""","234","false","","5","""0/999""","""1/999""","""O""","20155","[""M-F 1230-0200PM""]","","""Research""","2015"
"109774","1.0","24281","[""ID""]","0","""0/999""","[""WRI""]","","""R""","[""Heather Campbell""]","""0/999""","200","","999","""McNair Research Writing""","237","false","","5","""0/999""","""0/999""","""C""","20155","","""McNair Research Writing Across the Disciplines""","""Research""","2015"
"109777","1.0","20060","[""REL""]","9","""3/999""","[""BTS-T"", ""WRI""]","","""R""","[""Gregory A. Walter""]","""1/999""","200","[""OM 110""]","999","""Quest of Ring/Grail/Cross""","238","false","","5","""0/999""","""5/999""","""O""","20155","[""M-F 0800-0930""]","""Quest of the Ring, the Grail, and the Cross""","""Research""","2015"
"109778","1.0","1237","[""REL""]","3","""1/999""","[""EIN"", ""WRI""]","","","[""Gregory A. Walter""]","""1/999""","200","[""OM 110""]","999","""Rel Pluralsm/Communit""","293","false","","5","""0/999""","""1/999""","""O""","20155","[""M-F 1000-1130""]","""Religious Pluralism and the Nature of Community""","""Research""","2015"
"109853","1.0","745","[""MATH""]","0","""0/999""","","","","[""Bruce Hanson""]","""0/999""","200","[""TOH 186""]","999","""Real Analysis I""","244","false","","5","""0/999""","""0/999""","""X""","20155","[""M-F 1000-1130""]","","""Research""","2015"
"109896","1.0","1289","[""SOAN""]","0","""0/999""","[""HBS"", ""MCD""]","","","[""Ibtesam Al Atiyat""]","""0/999""","100","[""RML 420""]","999","""Intro to Sociology""","121","false","""A""","5","""0/999""","""0/999""","""O""","20155","[""M-F 0800-0930""]","""Introduction to Sociology""","""Research""","2015"
"109897","1.0","1289","[""SOAN""]","3","""1/999""","[""HBS"", ""MCD""]","","","[""Ibtesam Al Atiyat""]","""1/999""","100","[""RML 420""]","999","""Intro to Sociology""","121","false","""B""","5","""0/999""","""1/999""","""O""","20155","[""M-F 1000-1130""]","""Introduction to Sociology""","""Research""","2015"
"110000","0.25","153","[""BIO""]","1","""0/999""","","","","[""Eric Cole""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20155","","","""Research""","2015"
"110061","0.25","707","[""ID""]","1","""0/999""","","","","[""Susan E. Smalling""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20155","","","""Research""","2015"
"110066","1.0","1165","[""PSYCH""]","0","""0/999""","[""IST""]","","","[""Shelly D. Dickinson""]","""0/999""","200","[""RNS 136""]","999","""Biopsychology""","238","false","","5","""0/999""","""0/999""","""C""","20155","[""M-F 1000-1130""]","","""Research""","2015"
"110080","0.5","795","[""MEDIA""]","1","""0/999""","","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20155","","","""Research""","2015"
