"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"88038","1.0","106","[""BIO""]","11","""3/999""","[""IST"", ""SED""]","106","","[""John Giannini""]","""5/999""","100","[""RNS 390""]","999","""Cell Bio & Genetics""","125","false","","4","""1/999""","""2/999""","""O""","20124","[""M-F 1000-1130""]","""Cellular Biology and Genetics""","""Research""","2012"
"88039","0.0","107","[""BIO""]","11","""3/999""","","106","","[""John Giannini""]","""5/999""","100","[""RNS 255""]","999","""Cell Bio & Genetics Lab""","125","false","","4","""1/999""","""2/999""","""O""","20124","[""W 0100-0500PM""]","","""Lab""","2012"
"91375","1.0","1399","[""THEAT""]","0","""0/999""","[""EIN"", ""ORC""]","","","[""Karen Wilson""]","""0/999""","300","","999","""Top: Who Owns the Arts""","380","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 0800-0930""]","""Top: Who Owns the Arts: Censorship, Sponsorship, and Artistic Freedom""","""Topic""","2012"
"91376","1.0","1374","[""THEAT""]","0","""0/999""","[""ALS-A"", ""ORC""]","","","[""Karen Wilson""]","""0/999""","100","","999","""Oral Interpretation""","100","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 1000-1130""]","","""Research""","2012"
"91379","1.0","192","[""CHEM""]","7","""2/999""","[""SED""]","192","","[""Patrick N. Riley""]","""1/999""","100","[""RNS 310""]","999","""Struct Chem & Equilib""","125","false","","4","""0/999""","""4/999""","""O""","20124","[""M-F 1000-1130""]","""Structural Chemistry and Equilibrium""","""Research""","2012"
"91380","0.0","193","[""CHEM""]","7","""2/999""","","192","","[""Patrick N. Riley""]","""1/999""","100","[""RNS 355""]","999","""Struct Chem & Equilib Lab""","125","false","","4","""0/999""","""4/999""","""O""","20124","[""MW 0100-0400PM""]","","""Lab""","2012"
"91389","1.0","196","[""CHEM""]","32","""6/999""","","196","","[""Wesley Pearson""]","""9/999""","200","[""RNS 310""]","999","""Organic Chemistry I""","247","false","","4","""4/999""","""13/999""","""O""","20124","[""M-F 0800-0930""]","","""Research""","2012"
"91390","0.25","199","[""CHEM""]","14","""1/999""","","196","","[""Cassidy R. Terrell""]","""2/999""","200","[""RNS 340""]","999","""Synthesis Lab I""","253","true","""A""","4","""3/999""","""8/999""","""O""","20124","[""TTh 0100-0400PM""]","""Synthesis Laboratory I""","""Lab""","2012"
"91391","0.25","199","[""CHEM""]","12","""5/999""","","196","","[""Cassidy R. Terrell""]","""4/999""","200","[""RNS 340""]","999","""Synthesis Lab I""","253","true","""B""","4","""1/999""","""2/999""","""O""","20124","[""MW 0100-0400PM""]","""Synthesis Laboratory I""","""Lab""","2012"
"91399","1.0","1170","[""PSYCH""]","6","""1/999""","[""HBS""]","","","[""M. Minda Ori\u00f1a""]","""4/999""","200","[""RNS 124""]","999","""Social Psychology""","249","false","","4","""0/999""","""1/999""","""O""","20124","[""M-F 0800-0930""]","","""Research""","2012"
"91400","1.0","1154","[""PSYCH""]","7","""2/999""","[""HBS"", ""IST""]","","","[""M. Minda Ori\u00f1a""]","""1/999""","100","[""RNS 124""]","999","""Principles: Psych""","125","false","","4","""0/999""","""4/999""","""O""","20124","[""M-F 1000-1130""]","""Principles of Psychology""","""Research""","2012"
"91407","1.0","1496","[""ART""]","7","""1/999""","[""ALS-A""]","","","[""Kathryne Fisher""]","""3/999""","200","[""DC 115""]","999","""Ceramics""","207","false","","4","""1/999""","""2/999""","""O""","20124","[""M-F 0100-0400PM""]","","""Research""","2012"
"91408","1.0","22785","[""ASIAN""]","0","""0/999""","[""ALS-L"", ""MCG""]","","""R""","[""William H. Bridges IV""]","""0/999""","100","","999","""Japanese SciFi/Glob Persp""","130","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 1000-1130""]","""Japanese Science Fiction in Global Perspective""","""Research""","2012"
"91417","0.5","1016","[""ESAC""]","7","""0/999""","[""SPM""]","","","[""Robert K. McCarthy""]","""3/999""","100","[""SAC 112""]","999","""Wt Training Co-Ed .50""","140","false","","4","""1/999""","""3/999""","""O""","20124","[""M-F 0800-0930""]","""Weight Training""","""Research""","2012"
"91418","0.5","1012","[""ESAC""]","5","""0/999""","[""SPM""]","","","[""Michael M. Ludwig""]","""2/999""","100","[""TBA""]","999","""Individual Fitness.50""","133","false","","4","""1/999""","""2/999""","""O""","20124","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2012"
"91457","1.0","1207","[""REL""]","8","""1/999""","[""BTS-T"", ""WRI""]","","","[""James Hanson""]","""5/999""","200","[""OM 110""]","999","""St. Paul/Letter/Gospel""","223","false","","4","""0/999""","""2/999""","""O""","20124","[""M-F 1230-0200PM""]","""Paul: His Letters, His Gospel""","""Research""","2012"
"91459","1.0","1232","[""REL""]","11","""1/999""","[""EIN"", ""WRI""]","","","[""James Hanson""]","""7/999""","200","[""OM 110""]","999","""The Ethics of Jesus""","276","false","","4","""1/999""","""2/999""","""O""","20124","[""M-F 0230-0400PM""]","","""Research""","2012"
"91473","1.0","214","[""CHEM""]","10","""0/999""","[""IST""]","","","[""Beth Abdella""]","""4/999""","300","[""TOH 182""]","999","""Biochemistry I""","379","false","","4","""1/999""","""5/999""","""O""","20124","[""M-F 1000-1130""]","","""Research""","2012"
"91482","1.0","21392","[""ENGL""]","7","""1/999""","[""ALS-L"", ""MCG""]","","""R""","[""Joseph L. Mbele""]","""4/999""","200","[""RML 520""]","999","""Top: African Literature""","206","false","","4","""2/999""","""0/999""","""O""","20124","[""M-F 1000-1130""]","""African Literature""","""Topic""","2012"
"91483","1.0","411","[""ENGL""]","2","""0/999""","[""ALS-L"", ""MCG""]","","","[""Joseph L. Mbele""]","""1/999""","200","[""RML 520""]","999","""Post-Colonial Lit""","210","false","","4","""0/999""","""1/999""","""O""","20124","[""M-F 0230-0400PM""]","""Post-Colonial Literatures""","""Research""","2012"
"91526","1.0","822","[""MUSIC""]","0","""0/999""","","","","[""Timothy Mahr""]","""0/999""","200","[""CHM 224""]","999","""Composition I""","223","false","","4","""0/999""","""0/999""","""O""","20124","[""M-F 1230-0200PM""]","","""Research""","2012"
"91749","1.0","458","[""ENVST"", ""PSCI""]","9","""0/999""","[""EIN"", ""WRI""]","","","[""Anthony Lott""]","""6/999""","200","[""HH 319""]","999","""Env Political Theory""","225","false","","4","""0/999""","""3/999""","""O""","20124","[""M-F 1000-1130""]","""Environmental Political Theory""","""Research""","2012"
"91750","1.0","1138","[""PSCI""]","4","""0/999""","[""HWC"", ""ORC""]","","","[""Anthony Lott""]","""1/999""","200","[""HH 319""]","999","""International Law""","285","false","","4","""1/999""","""2/999""","""O""","20124","[""M-F 1230-0200PM""]","","""Research""","2012"
"91771","1.0","1289","[""SOAN""]","0","""0/999""","[""HBS"", ""MCD""]","","","[""Ibtesam Al Atiyat""]","""0/999""","100","","999","""Intro to Sociology""","121","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 0800-0930""]","""Introduction to Sociology""","""Research""","2012"
"91772","1.0","1306","[""SOAN""]","0","""0/999""","[""HBS"", ""MCD""]","","","[""Theodore E. Thornhill""]","""0/999""","200","","999","""Race/Class-Am Culture""","264","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 1000-1130""]","""Race and Class in American Culture""","""Research""","2012"
"91804","1.0","1327","[""SPAN""]","0","""0/999""","[""FOL-S"", ""MCD""]","","","[""Kristina Medina-Vilarino""]","""0/999""","200","","999","""Intermed Spanish II""","232","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 1000-1130""]","""Intermediate Spanish II""","""Research""","2012"
"91805","1.0","1326","[""SPAN""]","0","""0/999""","","","","[""Kristina Medina-Vilarino""]","""0/999""","200","","999","""Intermed Spanish I""","231","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 1230-0200PM""]","""Intermediate Spanish I""","""Research""","2012"
"91877","1.0","1403","[""STAT""]","0","""0/999""","[""AQR""]","","","[""Staff""]","""0/999""","200","","999","""Statistics for Science""","212","false","","4","""0/999""","""0/999""","""X""","20124","[""M-F 1000-1130""]","""Statistics for the Sciences""","""Research""","2012"
