"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"105082","0.25","16220","[""HIST""]","7","""0/999""","","","","","[""Robert Entenmann""]","""1/999""","200","","10","""FLC - Chinese""","250","false","","1","""6/999""","""0/999""","""O""","20161","","","""FLAC""","2016"
"105086","1.0","747","[""MATH""]","19","""0/999""","[""WRI""]","","","","[""Adam H. Berliner""]","""9/999""","200","[""RNS 204""]","18","""Abstract Algebra I""","252","false","""A""","1","""2/999""","""8/999""","""C""","20161","[""MWF 1255-0150PM""]","","""Research""","2016"
"105087","1.0","747","[""MATH""]","18","""0/999""","[""WRI""]","","","","[""Adam H. Berliner""]","""12/999""","200","[""RNS 204""]","18","""Abstract Algebra I""","252","false","""B""","1","""3/999""","""3/999""","""C""","20161","[""MWF 0200-0255PM""]","","""Research""","2016"
"105088","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105089","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105090","0.25","68","[""ART""]","0","""0/999""","","","","","[""John Saurer""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105091","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105092","0.25","153","[""BIO""]","0","""0/0""","","","","","[""William C. Solomon""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105093","1.0","174","[""BIO""]","0","""0/0""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105094","1.0","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
"105095","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20161","","","""Research""","2016"
