"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"93757","1.0","747","[""MATH""]","21","""0/999""","[""WRI""]","","","","[""Kay E. Smith""]","""17/999""","200","[""TOH 186""]","22","""Abstract Algebra I""","252","false","""A""","1","""1/999""","""3/999""","""C""","20141","[""MWF 1045-1140""]","","""Research""","2014"
"93758","1.0","747","[""MATH""]","17","""0/999""","[""WRI""]","","","","[""Kristina Garrett""]","""13/999""","200","[""RNS 204""]","22","""Abstract Algebra I""","252","false","""B""","1","""1/999""","""3/999""","""O""","20141","[""MWF 0200-0255PM""]","","""Research""","2014"
"93759","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93760","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93761","1.0","68","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93762","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93763","0.5","153","[""BIO""]","1","""0/999""","","","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93764","1.0","174","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93765","1.0","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93766","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93767","1.0","233","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93768","1.0","235","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93769","1.0","248","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93770","1.0","251","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93771","1.0","276","[""ECON""]","1","""0/999""","","","","","[""Anthony Becker""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93772","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93773","1.0","299","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93774","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93775","0.5","313","[""EDUC""]","0","""0/0""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/0""","""C""","20141","","","""Research""","2014"
"93776","0.5","344","[""EDUC""]","0","""0/0""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/0""","""C""","20141","","""Internship""","""Research""","2014"
"93777","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93778","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93779","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93780","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93783","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93784","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93785","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93786","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93787","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","","""Research""","2014"
"93788","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Academic Inernship""","""Research""","2014"
"93789","1.0","624","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
"93790","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20141","","""Internship""","""Research""","2014"
