"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"83777","1.0","190","[""CHEM""]","23","""6/999""","[""IST"", ""SED""]","190","","[""Gregory W. Muth""]","""6/999""","100","[""RNS 410""]","24","""A Matter of Environ""","124","false","","2","""5/999""","""6/999""","""C""","20122","[""M-F 0800-1000""]","""A Matter of the Environment with Lab""","""Research""","2012"
"83778","0.0","191","[""CHEM""]","23","""6/999""","","190","","[""Gregory W. Muth""]","""6/999""","100","[""RNS 454""]","24","""A Matter of Environ Lab""","124","false","","2","""5/999""","""6/999""","""C""","20122","[""TWTh 1230-0330PM""]","","""Lab""","2012"
"83779","1.0","11","[""AMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20122","","""Internship""","""Research""","2012"
"83780","1.0","68","[""ART""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20122","","","""Research""","2012"
"83781","1.0","73","[""ART""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20122","","","""Research""","2012"
"83782","1.0","93","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20122","","","""Research""","2012"
"83783","1.0","96","[""ASIAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20122","","","""Research""","2012"
"83784","1.0","153","[""BIO""]","1","""0/999""","","","","[""David A. Stromme""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20122","","""Internship""","""Research""","2012"
"83785","1.0","174","[""BIO""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20122","","""Internship""","""Research""","2012"
"83786","1.0","204","[""CHEM""]","1","""0/999""","","","","[""Wesley Pearson""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20122","","""Internship""","""Research""","2012"
