"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"2","1.0","4","[""AMST""]","29","""3/999""","","[""James Farrell""]","""6/999""","100","[""L 177""]","25","""Perspec Amer Culture""","100","false","","1","""8/999""","""9/999""","""C""","20001","[""MWF 0200-0255PM""]","""Research""","2000"
"3","1.0","16","[""AFAM""]","24","""4/999""","","[""Michael Fitzgerald""]","""1/999""","200","[""L 577""]","30","""Africa & the Americas""","231","false","","1","""3/999""","""6/999""","""O""","20001","[""MWF 1150-1245PM""]","""Seminar""","2000"
"4","0.5","19","[""ART""]","20","""8/999""","","[""John Saurer""]","""4/999""","100","[""FH 42""]","22","""Found Perceptual Draw""","111","false","","1","""3/999""","""8/999""","""O""","20001","[""TTh 0305-0430PM""]","""Research""","2000"
"5","0.5","20","[""ART""]","24","""9/999""","","[""Wendell Arneson""]","""3/999""","100","[""FH 42""]","22","""Found Conceptual Draw""","112","false","""A""","1","""2/999""","""8/999""","""C""","20001","[""MWF 1045-1140""]","""Research""","2000"
"6","0.5","20","[""ART""]","18","""6/999""","","[""Jan Shoger""]","""5/999""","100","[""FH 42""]","22","""Found Conceptual Draw""","112","false","""B""","1","""0/999""","""6/999""","""C""","20001","[""MWF 0200-0255PM""]","""Research""","2000"
"7","0.5","21","[""ART""]","23","""6/999""","","[""Wendell Arneson""]","""9/999""","100","[""FH AB""]","20","""Found Color Design""","113","false","","1","""2/999""","""4/999""","""C""","20001","[""MWF 0905-1000""]","""Research""","2000"
"8","0.5","22","[""ART""]","14","""3/999""","","[""John Saurer""]","""6/999""","100","[""FH 18""]","16","""Foundation Sculpture""","114","false","""A""","1","""5/999""","""1/999""","""C""","20001","[""TTh 0800-0925""]","""Research""","2000"
"9","0.5","22","[""ART""]","17","""10/999""","","[""Irve Dell""]","""0/999""","100","[""FH 18""]","16","""Foundation Sculpture""","114","false","""B""","1","""0/999""","""0/999""","""C""","20001","[""TTh 0935-1100""]","""Research""","2000"
"10","0.5","24","[""ART""]","13","""5/999""","","[""Ron Gallas""]","""7/999""","100","[""FH 19""]","17","""Found Ceramics: Hand""","116","false","","1","""3/999""","""1/999""","""C""","20001","[""TTh 0935-1100""]","""Research""","2000"
"11","0.5","26","[""ART""]","15","""5/999""","","[""Ron Gallas""]","""0/999""","100","[""FH 19""]","15","""Found Ceramics: Wheel""","119","false","""A""","1","""12/999""","""0/999""","""C""","20001","[""TTh 1145-0110PM""]","""Research""","2000"
