"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"66784","0.25","16225","[""HIST""]","6","""1/999""","","","","","[""Jolene Barjasteh""]","""0/999""","200","","10","""FLC - French""","226","false","","1","""3/999""","""2/999""","""O""","20091","","","""FLAC""","2009"
"66786","0.25","18886","[""PSCI""]","0","""0/999""","","","","","[""Irina Walter""]","""0/999""","200","","10","""FLC - Russian""","282","false","","1","""0/999""","""0/999""","""O""","20091","","","""FLAC""","2009"
"66788","1.0","747","[""MATH""]","16","""0/999""","[""WRI""]","","","","[""Mike Weimerskirch""]","""10/999""","200","[""SC 186""]","19","""Abstract Algebra I""","252","false","""A""","1","""1/999""","""5/999""","""C""","20091","[""MWF 1045-1140""]","","""Research""","2009"
"66789","1.0","747","[""MATH""]","15","""0/999""","[""WRI""]","","","","[""Kristina Garrett""]","""6/999""","200","[""RNS 206""]","19","""Abstract Algebra I""","252","false","""B""","1","""3/999""","""6/999""","""C""","20091","[""MWF 1150-1245PM""]","","""Research""","2009"
"66790","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66791","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66792","1.0","68","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20091","","","""Research""","2009"
"66793","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20091","","","""Research""","2009"
"66794","0.5","153","[""BIO""]","1","""0/999""","","","","","[""John Giannini""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66795","1.0","174","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66796","1.0","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66797","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66798","1.0","233","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66799","1.0","235","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66800","1.0","248","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66801","1.0","251","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66802","1.0","276","[""ECON""]","1","""0/999""","","","","","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""1/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66803","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66804","1.0","299","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66805","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66806","0.5","313","[""EDUC""]","0","""0/0""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/0""","""C""","20091","","","""Research""","2009"
"66807","0.5","344","[""EDUC""]","1","""0/0""","","","","","[""Heather Campbell""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""1/999""","""0/0""","""O""","20091","","""Internship""","""Research""","2009"
"66808","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66809","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66810","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20091","","""Internship""","""Research""","2009"
"66811","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
"66812","1.0","471","[""IDFA""]","","","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","1","","","""C""","20091","","","""Research""","2009"
"66813","1.0","474","[""IDFA""]","","","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","1","","","""C""","20091","","","""Research""","2009"
"66814","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66815","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""C""","20091","","","""Research""","2009"
"66816","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""C""","20091","","""Internship""","""Research""","2009"
