"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"109",73843,1,618,"['HIST']","In this study of African-Americans in U. S. society from African origins to the present, students explore the African heritage, the experience of slavery, segregation, and the rise of the Civil Rights movement of the 1960s. The course pays particular attention to the issue of black nationalism as a force in American life. Offered most years.","['HWC', 'MCD']",NA,"",NA,"['Michael Fitzgerald']",200,"['RML 577', 'RML 577']","African-American Hist","",277,"False","False","",3,"O",20103,"['T 1145-0110PM', 'Th 1245-0205PM']","African-American History","Research",2010,26
"111",73847,1,617,"['HIST']","By examining the interaction of people and environment on the North American continent from the 15th century to the present, this course shows how history ""takes place"" in ecological contexts that change over time. Students compare Native American and Euro-American religious beliefs, social values, economic aspirations, and technological developments and examine their consequences for the flora, fauna, and peoples of the continent. Offered most years.","['HWC']",NA,"",NA,"['James Farrell']",200,"['RML 577']","Am. Environmental History","",275,"False","False","",3,"C",20103,"['MWF 0905-1000']","Environmental History","Research",2010,31
"113",73850,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","['HBS', 'MCD']",NA,"",NA,"['Christopher B. Chapp']",100,"['HH 307']","American Politics","This course has class year limits.",111,"False","False","",3,"C",20103,"['MWF 0200-0255PM']","","Research",2010,35
"126",73870,1,18781,"['ASIAN']","Having looked at how people journey through Asia, this final semester in Asian Conversations considers how ideas travel over time and space. Students examine a range of interpretations of Asia, including the spiritual, literary, philosophical and linguistic; and students present the ideas gathered from contacts made during interim at the beginning of the semester. Additional materials include memoirs, novels, films that share individualized interpretations of Asian journeys. Prerequisite: Chinese 231 or Japanese 231 and Asian Studies 215 or 216. Offered annually in the spring semester.","['ALS-A', 'ALS-L', 'HBS', 'MCG', 'ORC', 'WRI']",NA,"",NA,"['Phyllis Hyland Larson']",200,"['TOH 316', 'TOH 316']","AsiaCon3:InterpretJourney","Registration restricted to students in the Asian Con program.",220,"False","Prerequisite: Chinese 231 or Japanese 231 and Asian Studies 215 or 216. Offered annually in the spring semester.","",3,"C",20103,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations III: Interpreting Journeys","Research",2010,23
"210",73985,1,406,"['ENGL']","Students read and discuss children's literature from a variety of cultures and time periods. Beginning with world folklore and children's classics as background, students explore an array of picture books, poetry, fiction, and nonfiction that exemplifies the best in fantasy, science fiction, and realism for children and young adults. Special emphasis is given to two relatively new subgenres: multicultural literature and the contemporary problem novel. Prerequisite: FYW.","['ALS-L']",NA,"",NA,"['Jan C. Hill']",200,"['RML 515']","Children's Literature","",242,"False","Prerequisite: FYW.","",3,"C",20103,"['MWF 0200-0255PM']","Children's and Young Adult Literature","Research",2010,32
"221",74020,1,371,"['DANCE']","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th and 20th centuries and early 21st century, paying attention to their similarities and differences. The focus is on the theatrical dance genres of ballet, modern, and jazz (includes tap and some musical theatre dance). Students also examine social dance as the predecessor of some theatrical dance genres. At the same time, the course attends to the economic, religious, political, and social forces that have affected the development of dance in the United States. Extensive video examples supplement reading, live dance viewing, physical exploration, class lecture, writing, and discussion. Prerequisite: Dance 100 Introduction to Dance. Ticket/transportation fee required. Offered annually in the spring semester.","['ALS-A', 'MCD', 'WRI']",NA,"",NA,"['Heather J. Klopchin']",200,"['DC 305']","Dance in United States","Prerequisite: Completion of Dance 100.",246,"False","Prerequisite: Dance 100 Introduction to Dance. Ticket/transportation fee required. Offered annually in the spring semester.","",3,"O",20103,"['MWF 1255-0150PM']","Dance in the United States","Research",2010,10
"222",74021,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester.","['FYW', 'HWC']",NA,"",NA,"['Christopher Galdieri', 'L. DeAne Lagerquist']",100,"['RML 515']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: American Conversations 101. Offered annually in the spring semester.","A",3,"C",20103,"['MWF 1045-1140']","Democratic Vistas, 1800-1900","Research",2010,19
"223",74022,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester.","['FYW', 'HWC']",NA,"",NA,"['Christopher Galdieri', 'L. DeAne Lagerquist']",100,"['RML 421']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: American Conversations 101. Offered annually in the spring semester.","B",3,"C",20103,"['MWF 1045-1140']","Democratic Vistas, 1800-1900","Research",2010,16
"254",74065,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia, the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Prerequisite: completion of BTS-T or permission of instructor. Offered annually.","['EIN', 'WRI']",NA,"",NA,"['Vicki L. Harper']",200,"['HH 317']","Ethics/The Good Life","Prerequisite: Completion of BTS-T requirement. Open only to seniors during web registration. Others may be added during the drop/add period on a space-available basis.",252,"False","Prerequisite: completion of BTS-T or permission of instructor. Offered annually.","",3,"C",20103,"['MWF 1255-0150PM']","Ethics and the Good Life","Research",2010,24
"257",74070,1,574,"['HIST']","This course surveys European history and culture since the Reformation. Topics include the impact of Protestantism, the development of nation-states, the Enlightenment, revolutionary ideas and experiences, the Napoleonic era, imperialism, mass political movements, and global warfare. Through original texts, historical studies, and literature, students explore relations among religions, states and societies and understandings of liberty and reason, natural environments, family life, and gender roles. Offered most years.","['HWC']",NA,"",NA,"['Anna Kuxhausen']",100,"['HH 403']","Eur/Reform/Modern","",191,"False","False","",3,"C",20103,"['MWF 1045-1140']","Europe from the Reformation to Modern Times","Research",2010,35
