"","clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"1",51076,1,190,"['CHEM']","Students study the chemistry of the environment, from the fundamental chemical properties of air, water and soil to human impact on natural processes, including damage to and protection of the environment. Laboratory work explores environmental issues such as detecting hazardous and beneficial materials in a variety of samples.","",190,"['Patrick N. Riley']",100,"['SC 374']","A Matter of Environ","Students in Chem 124 must also register for lab Chem 124 L.",124,"False","False","",2,"C",20062,"['M-F 0800-1000']","Environmental Chemistry","Research",2006,23
"3",51078,1,11,"['AMST']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"4",51079,1,68,"['ART']","","",NA,"['Irve Dell']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,1
"5",51080,1,73,"['ART']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"6",51081,1,93,"['ASIAN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"7",51082,1,96,"['ASIAN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"8",51083,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","",NA,"['Louis Henry Kermott']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,5
"9",51084,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor and complete an internship form.","",NA,"['John Giannini']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"10",51085,1,204,"['CHEM']","","",NA,"['Wesley Pearson']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"11",51086,1,222,"['CHEM']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"12",51087,1,233,"['CLASS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"13",51088,1,235,"['CLASS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"14",51089,1,248,"['CHIN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"15",51090,1,251,"['CHIN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"16",51091,1,276,"['ECON']","","",NA,"['Anthony Becker']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,1
"17",51092,1,284,"['ECON']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"18",51093,1,299,"['CSCI']","This is an intermediate-level version of Computer Science 394.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"19",51094,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"20",51095,1,313,"['EDUC']","","",NA,"['John Welckle']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,5
"21",51096,1,344,"['EDUC']","","",NA,"['Rosemary A. Pfarr-Baker']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"22",51097,1,374,"['DANCE']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"23",51098,1,377,"['DANCE']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"24",51099,1,433,"['ENGL']","","",NA,"['Carol Holly']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"25",51100,1,449,"['ENGL']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"26",51101,1,464,"['ENVST']","","",NA,"['Charles Jr. Umbanhowar']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"27",51102,1,466,"['ENVST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"28",51103,1,490,"['FREN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"29",51104,1,494,"['FREN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"30",51105,1,522,"['GERM']","GE: FOL-G.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"31",51106,1,529,"['GERM']","GE: FOL-G.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"32",51107,1,543,"['GREEK']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"33",51108,1,550,"['GREEK']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"34",51109,1,624,"['HIST']","","",NA,"['Timothy R. Howe']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"35",51110,1,640,"['HIST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"38",51113,1,653,"['FAMST']","","",NA,"['Sharon Powell']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,2
"39",51114,1,656,"['FAMST']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"40",51115,1,686,"['IS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"41",51116,1,691,"['IS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"42",51117,1,707,"['ID']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"43",51118,1,709,"['ID']","","",NA,"['Kevin M. Crisp']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,7
"44",51119,1,716,"['LATIN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
"45",51120,1,725,"['LATIN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","","Research",2006,0
"46",51121,1,751,"['MATH']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"47",51122,1,784,"['MGMT']","","",NA,"['Richard Goedde']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,3
"48",51123,1,788,"['MGMT']","","",NA,"['Mary Ann Emery']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"49",51124,1,795,"['MEDIA']","","",NA,"['Jan C. Hill']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"50",51125,1,797,"['MEDIA']","","",NA,"['Dianna Murray-Close']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,1
"51",51126,1,846,"['MUSIC']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"52",51127,1,865,"['MUSIC']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"O",20062,"","Internship","Research",2006,0
"53",51128,1,917,"['NEURO']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"O",20062,"","","Research",2006,0
