"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"3",55857,1,747,"['MATH']","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings and fields. Prerequisite: Mathematics 220. Offered both semesters.","",NA,NA,NA,"['Jill Dietz']",200,"['SC 188']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered both semesters.","A",1,"C",20071,"['MWF 1150-1245PM']","","Research",2007,15
"4",55858,1,747,"['MATH']","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings and fields. Prerequisite: Mathematics 220. Offered both semesters.","",NA,NA,NA,"['Clifton Corzatt']",200,"['SC 130']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered both semesters.","B",1,"O",20071,"['MWF 1255-0150PM']","","Research",2007,11
"5",55859,1,11,"['AMST']","","",NA,NA,NA,"['James Farrell']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","Internship","Research",2007,2
"6",55860,1,14,"['AMST']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"7",55861,1,68,"['ART']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","","Research",2007,0
"8",55862,1,73,"['ART']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","","Research",2007,0
"9",55863,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","",NA,NA,NA,"['Theodore Johnson']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","Internship","Research",2007,1
"10",55864,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"11",55865,1,204,"['CHEM']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"12",55867,1,222,"['CHEM']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"13",55868,1,233,"['CLASS']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","","Research",2007,0
"14",55869,1,235,"['CLASS']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","","Research",2007,0
"15",55870,1,248,"['CHIN']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","","Research",2007,0
"16",55871,1,251,"['CHIN']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","","Research",2007,0
"17",55872,1,276,"['ECON']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","","Research",2007,0
"18",55874,1,284,"['ECON']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","","Research",2007,0
"19",55875,1,299,"['CSCI']","This is an intermediate-level version of Computer Science 394.","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"20",55876,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"23",55879,1,433,"['ENGL']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"24",55880,1,449,"['ENGL']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"25",55881,1,464,"['ENVST']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"26",55882,1,466,"['ENVST']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","Internship","Research",2007,0
"29",55885,1,490,"['FREN']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20071,"","","Research",2007,0
"30",55886,1,494,"['FREN']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20071,"","","Research",2007,0
"31",55887,1,522,"['GERM']","Students spend four weeks during Interim or summer break interning in Germany. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",1,"O",20071,"","Internship","Research",2007,0
