"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"106",84318,1,63,"['ART']","This course serves as an introductory survey of the diverse arts and cultures of sub-Saharan Africa. Students investigate material culture in its original context to understand the social roles that art plays in many aspects of life. Students also learn to identify and discuss styles, materials, techniques, and the roles of artists. Special topics considered may include: contemporary versus historical art in Africa, notions of ""authenticity"" and tourist art, cultural heritage and repatriation of art works, and the politics and history of museum display. Offered periodically. Counts towards Africa & the Americas concentration.","['ALS-A', 'MCG', 'WRI']",NA,"",NA,"['Christopher Tradowsky']",200,"['DC 204']","African Art History","",269,"False","False","",3,"C",20123,"['MWF 0200-0255PM']","","Research",2012,19
"110",84323,1,617,"['HIST']","By examining the interaction of people and environment on the North American continent from the 15th century to the present, this course shows how history ""takes place"" in ecological contexts that change over time. Students compare Native American and Euro-American religious beliefs, social values, economic aspirations, and technological developments and examine their consequences for the flora, fauna, and peoples of the continent. Offered most years. Counts towards American studies major and environmental studies major (all tracks) and concentration.","['HWC']",NA,"",NA,"['Megan Raby']",200,"['HH 307']","Am. Environmental History","",275,"False","False","",3,"C",20123,"['MWF 0905-1000']","Environmental History","Research",2012,30
"125",84344,1,18781,"['ASIAN']","Having looked at how people journey through Asia, this final semester in Asian Conversations considers how ideas travel over time and space. Students examine a range of interpretations of Asia, including the spiritual, literary, philosophical and linguistics. Students are required to publicly present the ideas gathered from contacts made during Interim at the beginning of the semester. Additional materials include memoirs, novels, and films that share individualized interpretations of Asian journeys. Prerequisite: Chinese 231 or Japanese 231 and Asian Studies 215 or 216. Offered annually in the spring semester.","['ALS-A', 'ALS-L', 'HBS', 'MCG', 'ORC', 'WRI']",NA,"",NA,"['Katherine S. Tegtmeyer Pak', 'Robert Entenmann']",200,"['HH 317', 'HH 317']","AsiaCon3:InterpretJourney","Registration restricted to students in the Asian Con program.",220,"False","Prerequisite: Chinese 231 or Japanese 231 and Asian Studies 215 or 216. Offered annually in the spring semester.","",3,"C",20123,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations III: Interpreting Journeys","Research",2012,32
"237",84511,1,371,"['DANCE']","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th, 20th and early 21st centuries, paying attention to their similarities and differences. The focus is on the theatrical dance genres of ballet, modern, and jazz (includes social dance, tap, and some musical theatre dance). At the same time, the course attends to the economic, religious, political, and social forces that have affected the development of dance in the United States. Ticket/transportation fee required. Offered annually in the spring semester. Counts towards ARMS, American studies, and women's and gender studies majors and ARMS and women's and gender studies concentrations.","['ALS-A', 'MCD', 'WRI']",NA,"",NA,"['Heather J. Klopchin']",200,"['DC 305']","Dance in United States","",246,"False","False","",3,"C",20123,"['MWF 1255-0150PM']","Dance in the United States","Research",2012,22
"238",84512,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","['FYW', 'HWC']",NA,"",NA,"['Robert W. McClure', 'Colin Wells']",100,"['TOH 212']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","A",3,"C",20123,"['MWF 1255-0150PM']","Democratic Vistas, 1800-1900","Research",2012,22
"239",84513,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","['FYW', 'HWC']",NA,"",NA,"['Robert W. McClure', 'Colin Wells']",100,"['TOH 210']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","B",3,"C",20123,"['MWF 1255-0150PM']","Democratic Vistas, 1800-1900","Research",2012,19
"268",84560,1,574,"['HIST']","This course surveys European history and culture since the Reformation. Topics include the impact of Protestantism, the development of nation-states, the Enlightenment, revolutionary ideas and experiences, the Napoleonic era, imperialism, mass political movements, and global warfare. Through original texts, historical studies, and literature, students explore relations among religions, states and societies and understandings of liberty and reason, natural environments, family life, and gender roles. Offered most years. Counts toward women's and gender studies major and concentration","['HWC']",NA,"",NA,"['Edward N. Snyder']",100,"['HH 501']","Eur/Reform/Modern","",191,"False","False","",3,"C",20123,"['MWF 0905-1000']","Europe from the Reformation to Modern Times","Research",2012,33
"315",84640,1,576,"['HIST']","This course takes a comparative and chronological approach to studying the diverse cultures of the modern world. Through original texts, historical studies, and literary sources, students examine such themes as the rise of American imperialism and its impact on indigenous peoples of the Americas, Asia, and Africa; the emergence of the nation-state and new ideologies; the spread of American influence in the world; human interaction with the environment; challenges to religion and traditional life-styles; and innovation in family and gender structures. Offered most years.","['MCG']",NA,"",NA,"['Abdulai Iddrisu']",100,"['DC 305']","Global 1500-Present","",195,"False","False","",3,"C",20123,"['MWF 1045-1140']","Global Histories from 1500 to the Present","Research",2012,37
"400",84763,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Theodore E. Thornhill']",100,"['OM 10']","Intro to Sociology","Open to first-year students only.",121,"False","False","A",3,"C",20123,"['MWF 0905-1000']","Introduction to Sociology","Research",2012,18
"401",84764,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Theodore E. Thornhill']",100,"['OM 10']","Intro to Sociology","Open to first-year students only.",121,"False","False","B",3,"C",20123,"['MWF 1045-1140']","Introduction to Sociology","Research",2012,17
