"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"105",66909,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years.","['HWC', 'MCD']",NA,"",NA,"['Steven C. Hahn']",100,"['HH 501']","America to 1865","",198,"False","False","A",1,"C",20091,"['MWF 0905-1000']","American History to 1865","Research",2009,33
"106",66910,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years.","['HWC', 'MCD']",NA,"",NA,"['Steven C. Hahn']",100,"['HH 501']","America to 1865","",198,"False","False","B",1,"C",20091,"['MWF 1045-1140']","American History to 1865","Research",2009,28
"107",66911,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","['HBS', 'MCD']",NA,"",NA,"['Christopher B. Chapp']",100,"['HH 307']","American Politics","This course has class year limits.",111,"False","False","A",1,"C",20091,"['MWF 1045-1140']","","Research",2009,33
"120",66938,1,18779,"['ASIAN']","How do pilgrims, travelers and migrants make sense of their journeys in Asia? Students explore maps, histories, tales, and guides that define Asia today and in years past, including at least one of the classic Asian texts; study how cultural, linguistic, economic, religious, social, and political connections and divisions create and sustain communities in Asia; spend the last few weeks of the term planning related projects for their Interim course. Prerequisite: Chinese 112 or Japanese 112 or permission of instructor. Offered annually in the Fall Semester.","",NA,"",NA,"['Phyllis Hyland Larson']",200,"['OM 002', 'OM 002']","AsianCon1:MappingJourneys","Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it.",210,"False","Prerequisite: Chinese 112 or Japanese 112 or permission of instructor. Offered annually in the Fall Semester.","",1,"C",20091,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations I: Mapping Journeys","Research",2009,23
"221",67073,1,621,"['HIST']","In studying the impact of the Civil War era on American society and politics, students focus on slavery, emancipation, and race relations. They also address the impact of industrialization on northern society, encompassing immigration and nativism, the westward movement, and the dispossession of Native Americans. The course situates the dramatic political and military events of the era in the wider evolution of American life. Offered most years.","['HWC', 'MCD']",NA,"",NA,"['Michael Fitzgerald']",200,"['RML 577', 'RML 577']","Civil War/Reconstruct","",288,"False","False","",1,"C",20091,"['T 0120-0245PM', 'Th 0215-0335PM']","America in the Civil War and Reconstruction Era","Research",2009,28
"224",67080,1,1181,"['PSYCH']","This course examines several major theoretical perspectives on psychotherapy. Students review empirically supported treatments for specific clinical disorders, as well as ""nonspecific"" factors that affect the therapeutic process. Students explore ethical and legal challenges related to psychotherapy delivery, as well as multicultural and other diversity issues. Course format is primarily discussion-based. This course is only open to juniors and seniors. Prerequisites: Psychology 230, and 244 or 247. Offered most years.","",NA,"",NA,"['Molly M. Kodl']",300,"['RNS 124']","Clinical/Counseling Psych","",375,"False","Prerequisites: Psychology 230, and 244 or 247. Offered most years.","",1,"C",20091,"['M 0700-1000PM']","Clinical and Counseling Psychology","Research",2009,17
"258",67126,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia, the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Prerequisite: completion of BTS-T. Offered annually.","['EIN']",NA,"",NA,"['Anthony J. Rudd']",200,"['TB 216']","Ethics/The Good Life","Prerequisite: Completion of BTS-T requirement. Open only to Seniors during web registration.",252,"False","Prerequisite: completion of BTS-T. Offered annually.","A",1,"C",20091,"['MWF 0905-1000']","Ethics and the Good Life","Research",2009,25
"259",67127,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia, the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Prerequisite: completion of BTS-T. Offered annually.","['EIN']",NA,"",NA,"['Anthony J. Rudd']",200,"['TB 216']","Ethics/The Good Life","Prerequisite: Completion of BTS-T requirement. Open only to Seniors during web registration.",252,"False","Prerequisite: completion of BTS-T. Offered annually.","B",1,"C",20091,"['MWF 1150-1245PM']","Ethics and the Good Life","Research",2009,24
"287",67167,1,1317,"['SOAN']","Students gain the skills necessary to conduct and critically evaluate quantitative research. Students learn the underlying theoretical assumptions and orientations of quantitative research, including research design, sampling techniques, strategies for data collection, and approaches to analysis. Students gain practice in data analysis by conducting a research project and using the Statistical Package for the Social Sciences (SPSS), a standard in sociology. Open to Sociology/Anthropology majors only. Prerequisite: Statistics 110 or 212. Offered annually in the Fall Semester.","['ORC', 'WRI']",NA,"",NA,"['Ryan R. Sheppard']",300,"['HH 302']","Found Soc Sci Resrch","Open to Sociology/Anthropology majors only. Prerequisite: Statistics 110 or 212.",371,"False","Prerequisite: Statistics 110 or 212. Offered annually in the Fall Semester.","A",1,"C",20091,"['MWF 0905-1000']","Foundations of Social Science Research: Quantitative Methods","Research",2009,22
"288",67168,1,1317,"['SOAN']","Students gain the skills necessary to conduct and critically evaluate quantitative research. Students learn the underlying theoretical assumptions and orientations of quantitative research, including research design, sampling techniques, strategies for data collection, and approaches to analysis. Students gain practice in data analysis by conducting a research project and using the Statistical Package for the Social Sciences (SPSS), a standard in sociology. Open to Sociology/Anthropology majors only. Prerequisite: Statistics 110 or 212. Offered annually in the Fall Semester.","['ORC', 'WRI']",NA,"",NA,"['Ryan R. Sheppard']",300,"['HH 302']","Found Soc Sci Resrch","Open to Sociology/Anthropology majors only. Prerequisite: Statistics 110 or 212.",371,"False","Prerequisite: Statistics 110 or 212. Offered annually in the Fall Semester.","B",1,"C",20091,"['MWF 1150-1245PM']","Foundations of Social Science Research: Quantitative Methods","Research",2009,18
