"","clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"1",67922,1,190,"['CHEM']","This course covers the material of Chemistry 119, with an additional laboratory component. Laboratory work explores the characteristics and analysis of hazardous and beneficial materials. Counts towards environmental studies major and concentration; does not count toward Chemistry major. Offerd during Interim.","['IST', 'SED']",190,"['Janice Pellino']",100,"['RNS 435']","A Matter of Environ","Students in Chemistry 124 must also register for lab Chemistry 124 L.",124,"False","False","",2,"O",20092,"['M-F 0800-1000']","A Matter of the Environment with Lab","Research",2009,9
"3",67924,1,11,"['AMST']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"4",67925,1,68,"['ART']","","",NA,"['Wendell Arneson']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","","Research",2009,1
"5",67926,1,73,"['ART']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","","Research",2009,0
"6",67927,1,93,"['ASIAN']","","",NA,"['Robert Entenmann']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","","Research",2009,1
"7",67928,1,96,"['ASIAN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","","Research",2009,0
"8",67929,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application. Internships do not count toward the biology major requirements.","",NA,"['Theodore Johnson']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,5
"9",67930,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","",NA,"['Jean C. Porterfield']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","Internship","Research",2009,1
"10",67931,1,204,"['CHEM']","","",NA,"['Theodore Johnson']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,1
"11",67932,1,222,"['CHEM']","","",NA,"['Nathaniel J. Schaefle']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","Internship","Research",2009,1
"12",67933,1,233,"['CLASS']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","","Research",2009,0
"13",67934,1,235,"['CLASS']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","","Research",2009,0
"14",67935,1,248,"['CHIN']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","","Research",2009,0
"15",67936,1,251,"['CHIN']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","","Research",2009,0
"16",67937,1,276,"['ECON']","","",NA,"['David Schodt']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","","Research",2009,2
"17",67938,1,284,"['ECON']","Academic Internship.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","","Research",2009,0
"18",67939,1,299,"['CSCI']","This is an intermediate-level version of Computer Science 394.","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"19",67940,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"20",67941,1,313,"['EDUC']","","",NA,"['Heather Campbell']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","","Research",2009,1
"21",67942,1,344,"['EDUC']","","",NA,"['Robert W. McClure']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","Internship","Research",2009,2
"22",67943,1,374,"['DANCE']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"23",67944,1,377,"['DANCE']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"24",67945,1,433,"['ENGL']","","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"25",67946,1,449,"['ENGL']","","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20092,"","Internship","Research",2009,0
"26",67947,1,464,"['ENVST']","","",NA,"['Anthony Lott']",200,"","Academic Internship","",294,"True","False","",2,"C",20092,"","Internship","Research",2009,2
