"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"6",84199,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"7",84200,1,68,"['ART']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"8",84201,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","","Research",2012,0
"9",84202,1,93,"['ASIAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"10",84203,1,96,"['ASIAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","","Research",2012,0
"15",84208,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"16",84209,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","","Research",2012,0
"17",84210,1,248,"['CHIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"18",84211,1,251,"['CHIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","","Research",2012,0
"19",84212,1,276,"['ECON']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"20",84213,1,284,"['ECON']","Academic Internship.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","","Research",2012,0
"23",84216,1,313,"['EDUC']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"24",84217,1,344,"['EDUC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"25",84218,1,374,"['DANCE']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"26",84219,1,377,"['DANCE']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"27",84220,1,433,"['ENGL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"28",84221,1,449,"['ENGL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"29",84222,1,464,"['ENVST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"30",84223,1,466,"['ENVST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","Internship","Research",2012,0
"31",84224,1,490,"['FREN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20123,"","","Research",2012,0
"32",84225,1,494,"['FREN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20123,"","","Research",2012,0
"33",84226,1,522,"['GERM']","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",3,"C",20123,"","Internship","Research",2012,0
