"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"1",94989,1,190,"['CHEM']","Students study contemporary questions concerning the environment from the fundamental properties of matter to human impact on natural processes, including damage to and protection of the environment. Students discover how chemistry intersects with everyday living, especially the abilities and limitations of science to address environmental issues. Laboratory work explores the characteristics and analysis of hazardous and beneficial materials. Counts toward environmental studies major and concentration; does not count toward chemistry major. Offered during Interim.","['IST', 'SED']",190,"","['George K. Anquandah']",100,"['RNS 410']","A Matter of Environ","Students in Chemistry 124 must also register for lab Chemistry 124 L.",124,"False","False","",2,"C",20142,"['M-F 0800-1000']","A Matter of the Environment with Lab","Research",2014,20
"3",94991,1,11,"['AMST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"4",94992,1,68,"['ART']","","",NA,"","['Karil J. Kucera']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,1
"5",94993,1,73,"['ART']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"6",94994,1,93,"['ASIAN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"7",94995,1,96,"['ASIAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"8",94996,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","",NA,"","['Jean C. Porterfield']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,4
"9",94997,1,174,"['BIO']","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"10",94998,1,204,"['CHEM']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"11",94999,1,222,"['CHEM']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"12",95000,1,233,"['CLASS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"13",95001,1,235,"['CLASS']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"14",95002,1,248,"['CHIN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"15",95003,1,251,"['CHIN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"16",95004,1,276,"['ECON']","","",NA,"","['Xun Pomponio']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,1
"17",95005,1,284,"['ECON']","Academic Internship.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"18",95006,1,299,"['CSCI']","This is an intermediate-level version of CSCI 394.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"19",95007,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"20",95008,1,313,"['EDUC']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"21",95009,1,344,"['EDUC']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"22",95010,1,374,"['DANCE']","","",NA,"","['Anne von Bibra']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,1
"23",95011,1,377,"['DANCE']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"24",95012,1,433,"['ENGL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"25",95013,1,449,"['ENGL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"26",95014,1,464,"['ENVST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"27",95015,1,466,"['ENVST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"28",95016,1,490,"['FREN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"29",95017,1,494,"['FREN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"30",95018,1,522,"['GERM']","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",2,"C",20142,"","Internship","Research",2014,0
"31",95019,1,529,"['GERM']","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least one 270-level course.","",2,"C",20142,"","Internship","Research",2014,0
"32",95020,1,543,"['GREEK']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"33",95021,1,550,"['GREEK']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Academic Inernship","Research",2014,0
"34",95022,1,624,"['HIST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"35",95023,1,640,"['HIST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"36",95024,1,653,"['FAMST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"37",95025,1,656,"['FAMST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"38",95026,1,686,"['IS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"39",95027,1,691,"['IS']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"40",95028,1,707,"['ID']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"41",95029,1,709,"['ID']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"42",95030,1,716,"['LATIN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"43",95031,1,725,"['LATIN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"44",95032,1,751,"['MATH']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"45",95033,1,784,"['MGMT']","","",NA,"","['Sian E. Muir']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,7
"46",95034,1,788,"['MGMT']","","",NA,"","['Sian E. Muir']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,1
"47",95035,1,795,"['MEDIA']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"48",95036,1,797,"['MEDIA']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"49",95037,1,846,"['MUSIC']","","",NA,"","['Dana L. Maeda']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,1
"50",95038,1,865,"['MUSIC']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"51",95039,1,917,"['NEURO']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"52",95040,1,919,"['NEURO']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"53",95041,1,931,"['NORW']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"54",95042,1,936,"['NORW']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"55",95043,1,942,"['NURS']","Does not count toward the major. Students may choose a 1.00, .50, or .25-credit option","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"56",95044,1,961,"['NURS']","Does not count toward the major. Students may choose a 1.00-, .50-, or .25-credit option.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"57",95045,1,985,"['PHIL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"58",95046,1,992,"['PHIL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"59",95047,1,1057,"['ESTH']","","",NA,"","['Cynthia Book']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,2
"60",95048,1,1067,"['ESTH']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"61",95049,1,1090,"['PHYS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"62",95050,1,1100,"['PHYS']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"63",95051,1,1139,"['PSCI']","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","",NA,"","['Anthony Lott']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,1
"64",95052,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area. Prerequisite: PSCI 294.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: PSCI 294.","",2,"C",20142,"","Internship","Research",2014,0
"65",95053,1,1178,"['PSYCH']","","",NA,"","['Dana Gross']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,1
"66",95054,1,1188,"['PSYCH']","Internship","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"67",95055,1,1236,"['REL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"68",95056,1,1253,"['REL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"69",95057,1,1275,"['RUSSN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"70",95058,1,1279,"['RUSSN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"71",95059,1,1315,"['SOAN']","","",NA,"","['Bruce Nordstrom-Loeb']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,1
"72",95060,1,1319,"['SOAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"73",95061,1,1341,"['SPAN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","","Research",2014,0
"74",95062,1,1354,"['SPAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"75",95063,1,1366,"['SWRK']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
"76",95064,1,1372,"['SWRK']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20142,"","","Research",2014,0
"77",95065,1,1394,"['THEAT']","Prerequisite: at least three previous courses in department.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least three previous courses in department.","",2,"C",20142,"","Internships","Research",2014,0
"78",95066,1,1400,"['THEAT']","Prerequisite: at least five previous courses in department.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least five previous courses in department.","",2,"C",20142,"","Internship","Research",2014,0
"79",95067,1,1409,"['STAT']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20142,"","Internship","Research",2014,0
