"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"105",77305,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years. Counts towards American studies major.","['HWC', 'MCD']",NA,"",NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","A",1,"C",20111,"['MWF 0905-1000']","American History to 1865","Research",2011,35
"106",77306,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years. Counts towards American studies major.","['HWC', 'MCD']",NA,"",NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","B",1,"C",20111,"['MWF 1045-1140']","American History to 1865","Research",2011,34
"107",77308,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Henriet Hendriks']",100,"['HH 501']","American Politics","This course has class year limits.",111,"False","False","A",1,"O",20111,"['MWF 0800-0855']","","Research",2011,27
"108",77309,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Henriet Hendriks']",100,"['HH 501']","American Politics","This course has class year limits.",111,"False","False","B",1,"C",20111,"['MWF 0905-1000']","","Research",2011,31
"130",77335,1,78,"['ASIAN']","This course examines major cultures of Asia from interdisciplinary and comparative perspectives with attention to theories of human behavior. Themes vary from year to year. No prerequisites.","['MCG']",NA,"",NA,"['Karil J. Kucera']",100,"['DC 305', 'DC 305']","Asian Cultures","",121,"False","False","",1,"O",20111,"['T 0935-1100', 'Th 0930-1050']","Asian Cultures in Comparative Perspectives","Research",2011,28
"131",77336,1,18779,"['ASIAN']","How do pilgrims, travelers and migrants make sense of their journeys in Asia? Students explore maps, histories, tales, and guides that define Asia today and in years past, including several classic Asian texts; study how cultural, linguistic, economic, religious, social, and political connections and divisions create and sustain communities in Asia; and plan related projects for their Interim course. Prerequisite: Chinese 112 or Japanese 112 or permission of instructor. Offered annually in the fall semester.","",NA,"",NA,"['Karil J. Kucera']",200,"['DC 305', 'DC 305']","AsianCon1:MappingJourneys","Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it.",210,"False","Prerequisite: Chinese 112 or Japanese 112 or permission of instructor. Offered annually in the fall semester.","",1,"C",20111,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations I: Mapping Journeys","Research",2011,29
"203",77437,1,1234,"['ASIAN', 'REL']","Students examine contemporary Buddhist moral teachings on social issues such as violence and peacemaking, human rights and social justice and humanity and the environment. Coursework focuses on the writings of Vietnamese monk and peace activist Thich Nhat Hanh, Tibetan leader-in-exile Tenzin Gyatso (Fourteenth Dalai Lama), American ecologist Joanna Macy and others. Students consider the moral paradigms of Christianity and Buddhism: Christ and the Bodhisattva. Prerequisites: BTS-B, BTS-T or permission of instructor.","['EIN']",NA,"",NA,"['Barbara Reed']",200,"['BMC 110']","Buddhism, Peace, Justice","Prerequisite: Completion of BTS-T requirement. Open only to Seniors during web registration.",289,"False","Prerequisites: BTS-B, BTS-T or permission of instructor.","A",1,"C",20111,"['MWF 1255-0150PM']","Buddhism, Peace and Justice","Research",2011,25
"204",77438,1,1234,"['ASIAN', 'REL']","Students examine contemporary Buddhist moral teachings on social issues such as violence and peacemaking, human rights and social justice and humanity and the environment. Coursework focuses on the writings of Vietnamese monk and peace activist Thich Nhat Hanh, Tibetan leader-in-exile Tenzin Gyatso (Fourteenth Dalai Lama), American ecologist Joanna Macy and others. Students consider the moral paradigms of Christianity and Buddhism: Christ and the Bodhisattva. Prerequisites: BTS-B, BTS-T or permission of instructor.","['EIN']",NA,"",NA,"['Barbara Reed']",200,"['BMC 110']","Buddhism, Peace, Justice","Prerequisite: Completion of BTS-T requirement. Open only to Seniors during web registration.",289,"False","Prerequisites: BTS-B, BTS-T or permission of instructor.","B",1,"C",20111,"['MWF 0200-0255PM']","Buddhism, Peace and Justice","Research",2011,26
"236",77472,1,608,"['ASIAN', 'HIST']","This course studies Chinese civilization from its beginnings to the end of the 19th century, providing an overview of traditional Chinese thought, culture, institutions, and society. Students examine the development of philosophy and religion, achievements in art and literature, and social and economic change. This course also considers foreign conquest dynasties, Chinese expansion into Inner Asia, and China's relations with the West. Foreign Language Across the Curriculum course available in Chinese for students at the third-year level in the language. Offered most years.","['MCG']",NA,"",NA,"['Robert Entenmann']",200,"['HH 317']","Chinese Civilization","",250,"False","False","",1,"C",20111,"['MWF 0200-0255PM']","","Research",2011,24
"245",77506,1,21544,"['HIST']","This seminar examines one of history's most dramatic episodes: the Spanish conquest and colonization of what is now Latin America. Through reading and discussion, students examine such topics as European and indigenous perceptions of the Conquest, the role of missionaries, the imperial enterprise, the response of native peoples to the imposition of Christianity, indigenous efforts to resist Spanish domination, the ecological/biological consequences of 1492, and subsequent debates over the morality of the conquest. Offered periodically.","['MCG', 'WRI']",NA,"",NA,"['Jeane DeLaney']",100,"['HH 322', 'HH 322']","Conquest and Colonization","Open to first-year students only.",126,"False","False","",1,"O",20111,"['T 0935-1100', 'Th 0930-1050']","","Research",2011,17
