"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"3",62501,1,747,"['MATH']","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered both semesters.","['WRI']",NA,"",NA,"['Jason E. Gower']",200,"['SC 184']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered both semesters.","A",3,"O",20083,"['MWF 1150-1245PM']","","Research",2008,15
"4",62502,1,747,"['MATH']","Algebra is concerned with sets of objects and operations on these sets. In an axiomatic or abstract treatment one assumes basic properties and then deduces many other properties. Using this method we study structures known as groups, rings, and fields. Prerequisite: Mathematics 220. Offered both semesters.","['WRI']",NA,"",NA,"['Mike Weimerskirch']",200,"['RNS 435']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered both semesters.","B",3,"O",20083,"['MWF 1255-0150PM']","","Research",2008,15
"5",62503,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","Internship","Research",2008,0
"6",62504,1,68,"['ART']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","","Research",2008,0
"7",62505,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20083,"","","Research",2008,0
"8",62506,1,93,"['ASIAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","","Research",2008,0
"9",62507,1,96,"['ASIAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20083,"","","Research",2008,0
"10",62508,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor, and complete an internship application.","",NA,"",NA,"['Diane K. Angell']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","Internship","Research",2008,1
"11",62509,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to perform a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty sponsor, and complete an internship form.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20083,"","Internship","Research",2008,0
"12",62510,1,204,"['CHEM']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","Internship","Research",2008,0
"13",62511,1,222,"['CHEM']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20083,"","Internship","Research",2008,0
"14",62512,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","","Research",2008,0
"15",62513,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20083,"","","Research",2008,0
"16",62514,1,248,"['CHIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20083,"","","Research",2008,0
