"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"110",78937,1,617,"['HIST']","By examining the interaction of people and environment on the North American continent from the 15th century to the present, this course shows how history ""takes place"" in ecological contexts that change over time. Students compare Native American and Euro-American religious beliefs, social values, economic aspirations, and technological developments and examine their consequences for the flora, fauna, and peoples of the continent. Offered most years. Counts towards American studies major and environmental studies major (all tracks) and concentration.","['HWC']",NA,"",NA,"['James Farrell']",200,"['HH 403']","Am. Environmental History","",275,"False","False","",3,"C",20113,"['MWF 0905-1000']","Environmental History","Research",2011,37
"112",78940,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Joshua Anderson']",100,"['HH 307']","American Politics","This course has class year limits.",111,"False","False","",3,"C",20113,"['MWF 1255-0150PM']","","Research",2011,32
"126",78958,1,18781,"['ASIAN']","Having looked at how people journey through Asia, this final semester in Asian Conversations considers how ideas travel over time and space. Students examine a range of interpretations of Asia, including the spiritual, literary, philosophical and linguistics. Students are required to publicly present the ideas gathered from contacts made during Interim at the beginning of the semester. Additional materials include memoirs, novels, and films that share individualized interpretations of Asian journeys. Prerequisite: Chinese 231 or Japanese 231 and Asian Studies 215 or 216. Offered annually in the spring semester.","['ALS-A', 'ALS-L', 'HBS', 'MCG', 'ORC', 'WRI']",NA,"",NA,"['Robert Entenmann']",200,"['HH 317', 'HH 317']","AsiaCon3:InterpretJourney","Registration restricted to students in the Asian Con program.",220,"False","Prerequisite: Chinese 231 or Japanese 231 and Asian Studies 215 or 216. Offered annually in the spring semester.","",3,"C",20113,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations III: Interpreting Journeys","Research",2011,30
"229",79122,1,371,"['DANCE']","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th, 20th and early 21st centuries, paying attention to their similarities and differences. The focus is on the theatrical dance genres of ballet, modern, and jazz (includes social dance, tap, and some musical theatre dance). At the same time, the course attends to the economic, religious, political, and social forces that have affected the development of dance in the United States. Prerequisite: Dance 100 Introduction to Dance or permission of instructor. Ticket/transportation fee required. Offered annually in the spring semester. Counts towards ARMS and American studies majors and ARMS concentration.","['ALS-A', 'MCD', 'WRI']",NA,"",NA,"['Heather J. Klopchin']",200,"['DC 204']","Dance in United States","Prerequisite: Completion of Dance 100.",246,"False","Prerequisite: Dance 100 Introduction to Dance or permission of instructor. Ticket/transportation fee required. Offered annually in the spring semester. Counts towards ARMS and American studies majors and ARMS concentration.","",3,"O",20113,"['MWF 1255-0150PM']","Dance in the United States","Research",2011,8
"230",79123,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","['FYW', 'HWC']",NA,"",NA,"['Eric J. Fure-Slocum', 'Megan J. Feeney']",100,"['BMC 101']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","A",3,"C",20113,"['MWF 0200-0255PM']","Democratic Vistas, 1800-1900","Research",2011,20
"231",79124,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","['FYW', 'HWC']",NA,"",NA,"['Eric J. Fure-Slocum', 'Megan J. Feeney']",100,"['BMC 110']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: American Conversations 101. Offered annually in the spring semester. Counts towards American studies major.","B",3,"C",20113,"['MWF 0200-0255PM']","Democratic Vistas, 1800-1900","Research",2011,19
"261",79171,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia, the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Prerequisite: completion of BTS-T or permission of instructor. Offered annually. Counts toward biomedical studies concentration.","['EIN']",NA,"",NA,"['Gordon D. Marino']",200,"['RNS 390']","Ethics/The Good Life","Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.",252,"False","Prerequisite: completion of BTS-T or permission of instructor. Offered annually. Counts toward biomedical studies concentration.","B",3,"C",20113,"['MWF 1255-0150PM']","Ethics and the Good Life","Research",2011,39
"264",79176,1,574,"['HIST']","This course surveys European history and culture since the Reformation. Topics include the impact of Protestantism, the development of nation-states, the Enlightenment, revolutionary ideas and experiences, the Napoleonic era, imperialism, mass political movements, and global warfare. Through original texts, historical studies, and literature, students explore relations among religions, states and societies and understandings of liberty and reason, natural environments, family life, and gender roles. Offered most years.","['HWC']",NA,"",NA,"['Anna Kuxhausen']",100,"['HH 403']","Eur/Reform/Modern","",191,"False","False","",3,"C",20113,"['MWF 1150-1245PM']","Europe from the Reformation to Modern Times","Research",2011,37
"299",79219,1,486,"['FREN']","Students explore French-speaking regions of the world outside France through the close reading, discussion, and analysis of literary and non-literary texts as well as other cultural artifacts. Readings, discussions, viewings, and written and oral assignments are organized around the exploration of specific topics or themes. May be repeated if geographical region is different. Taught in French. Prerequisite: minimum of one 250-level course (two recommended). Counts towards Africa & the Americas concentration.","",NA,"",NA,"['Jean E. Biem']",200,"['TOH 310', 'TOH 310']","Fr World: The Caribbean","",271,"False","Prerequisite: minimum of one 250-level course (two recommended). Counts towards Africa & the Americas concentration.","",3,"O",20113,"['T 0120-0245PM', 'Th 0215-0335PM']","The Francophone World","Research",2011,12
"305",79244,1,576,"['HIST']","This course takes a comparative and chronological approach to studying the diverse cultures of the modern world. Through original texts, historical studies, and literary sources, students examine such themes as the rise of American imperialism and its impact on indigenous peoples of the Americas, Asia, and Africa; the emergence of the nation-state and new ideologies; the spread of American influence in the world; human interaction with the environment; challenges to religion and traditional life-styles; and innovation in family and gender structures. Offered most years.","['MCG']",NA,"",NA,"['Abdulai Iddrisu']",100,"['BMC 111']","Global 1500-Present","",195,"False","False","",3,"C",20113,"['MWF 1045-1140']","Global Histories from 1500 to the Present","Research",2011,40
