"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"5",51527,1,11,"['AMST']","","",NA,NA,NA,"['James Farrell']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","Internship","Research",2006,1
"6",51528,1,68,"['ART']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","","Research",2006,0
"7",51529,1,73,"['ART']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20063,"","","Research",2006,0
"8",51530,1,93,"['ASIAN']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","","Research",2006,0
"9",51531,1,96,"['ASIAN']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20063,"","","Research",2006,0
"14",51536,1,233,"['CLASS']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","","Research",2006,0
"15",51537,1,235,"['CLASS']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20063,"","","Research",2006,0
"16",51538,1,248,"['CHIN']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","","Research",2006,0
"17",51539,1,251,"['CHIN']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20063,"","","Research",2006,0
"18",51540,1,276,"['ECON']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","","Research",2006,0
"19",51541,1,284,"['ECON']","","",NA,NA,NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20063,"","Internship","Research",2006,0
"22",51544,1,313,"['EDUC']","","",NA,NA,NA,"['Daniel R. Forstner']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","","Research",2006,1
"23",51545,1,344,"['EDUC']","","",NA,NA,NA,"['Rosemary A. Pfarr-Baker']",300,"","Academic Internship","",394,"True","False","",3,"O",20063,"","Internship","Research",2006,1
"24",51546,1,374,"['DANCE']","","",NA,NA,NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20063,"","Internship","Research",2006,0
