"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"1",83777,1,190,"['CHEM']","Students study contemporary questions concerning the environment from the fundamental properties of matter to human impact on natural processes, including damage to and protection of the environment. Students discover how chemistry intersects with everyday living, especially the abilities and limitations of science to address environmental issues. Laboratory work explores the characteristics and analysis of hazardous and beneficial materials. Counts toward environmental studies major and concentration; does not count toward chemistry major. Offered during Interim.","['IST', 'SED']",190,"","['Gregory W. Muth']",100,"['RNS 410']","A Matter of Environ","Students in Chemistry 124 must also register for lab Chemistry 124 L.",124,"False","False","",2,"C",20122,"['M-F 0800-1000']","A Matter of the Environment with Lab","Research",2012,23
"3",83779,1,11,"['AMST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","Internship","Research",2012,0
"4",83780,1,68,"['ART']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","","Research",2012,0
"5",83781,1,73,"['ART']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","","Research",2012,0
"6",83782,1,93,"['ASIAN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","","Research",2012,0
"7",83783,1,96,"['ASIAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","","Research",2012,0
"8",83784,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","",NA,"","['David A. Stromme']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","Internship","Research",2012,1
"9",83785,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","Internship","Research",2012,0
"10",83786,1,204,"['CHEM']","","",NA,"","['Wesley Pearson']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","Internship","Research",2012,1
"11",83787,1,222,"['CHEM']","","",NA,"","['Robert Hanson']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","Internship","Research",2012,2
"12",83788,1,233,"['CLASS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","","Research",2012,0
"13",83789,1,235,"['CLASS']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","","Research",2012,0
"14",83790,1,248,"['CHIN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","","Research",2012,0
"15",83791,1,251,"['CHIN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","","Research",2012,0
"16",83792,1,276,"['ECON']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","","Research",2012,0
"17",83793,1,284,"['ECON']","Academic Internship.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","","Research",2012,0
"18",83794,1,299,"['CSCI']","This is an intermediate-level version of Computer Science 394.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","Internship","Research",2012,0
"19",83795,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","Internship","Research",2012,0
"20",83796,1,313,"['EDUC']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","","Research",2012,0
"21",83797,1,344,"['EDUC']","","",NA,"","['Maria L. Kelly']",300,"","Academic Internship","",394,"True","False","",2,"C",20122,"","Internship","Research",2012,1
"22",83798,1,374,"['DANCE']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20122,"","Internship","Research",2012,0
