"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"110",93875,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years. Counts towards American studies major.","['HWC', 'MCD']",NA,"",NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","",1,"C",20141,"['MWF 0905-1000']","American History to 1865","Research",2014,35
"111",93876,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Joshua Anderson']",100,"['OM 030']","American Politics","This course has class year limits.",111,"False","False","A",1,"C",20141,"['MWF 1045-1140']","","Research",2014,31
"112",93877,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts towards American studies major.","['HBS', 'MCD']",NA,"",NA,"['Joshua Anderson']",100,"['OM 030']","American Politics","This course has class year limits.",111,"False","False","B",1,"C",20141,"['MWF 1150-1245PM']","","Research",2014,31
"136",93908,1,18779,"['ASIAN']","How do pilgrims, travelers and migrants make sense of their journeys in Asia? Students explore maps, histories, tales, and guides that define Asia today and in years past, including several classic Asian texts; study how cultural, linguistic, economic, religious, social, and political connections and divisions create and sustain communities in Asia; and plan related projects for their Interim course. Prerequisite: CHIN 112 or JAPAN 112 or permission of instructor. Must be accepted into Asian Conversations program to register. Offered annually in the fall semester.","",NA,"",NA,"['Robert Entenmann', 'Hiroe Akimoto']",200,"['HH 403', 'HH 403']","AsianCon1:MappingJourneys","Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it.",210,"False","Prerequisite: CHIN 112 or JAPAN 112 or permission of instructor. Must be accepted into Asian Conversations program to register. Offered annually in the fall semester.","",1,"C",20141,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations I: Mapping Journeys","Research",2014,37
"229",94048,1,1181,"['PSYCH']","This course examines several major theoretical perspectives on psychotherapy. Students review empirically supported treatments for specific clinical disorders, as well as ""nonspecific"" factors that affect the therapeutic process. Students explore ethical and legal challenges related to psychotherapy delivery, as well as multicultural and other diversity issues. Course format is primarily discussion-based. This course is open only to juniors and seniors. Prerequisites: PSYCH 230, plus PSYCH 244 or PSYCH 247. Offered annually.","",NA,"",NA,"['Molly M. Kodl']",300,"['RNS 124']","Clinical/Counseling Psych","",375,"False","Prerequisites: PSYCH 230, plus PSYCH 244 or PSYCH 247. Offered annually.","",1,"C",20141,"['M 0700-1000PM']","Clinical and Counseling Psychology","Research",2014,19
"242",94065,1,21544,"['HIST']","This seminar examines one of history's most dramatic episodes: the Spanish conquest and colonization of what is now Latin America. Through reading and discussion, students examine such topics as European and indigenous perceptions of the Conquest, the role of missionaries, the imperial enterprise, the response of native peoples to the imposition of Christianity, indigenous efforts to resist Spanish domination, the ecological/biological consequences of 1492, and subsequent debates over the morality of the conquest. Offered periodically. Counts toward Latin American studies major and concentration.","['MCG', 'WRI']",NA,"",NA,"['Jeane DeLaney']",100,"['HH 514', 'HH 514']","Conquest and Colonization","Open to first-year students only.",126,"False","False","",1,"C",20141,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2014,16
"247",94074,1,1368,"['SWRK']","This course immediately precedes Social Work 380: Field Practicum. The course provides an overview of how structural oppression across cultural positions (e.g. race, sexuality, ability, class) may affect client systems. Students integrate awareness, knowledge, and skills for engaging in anti-oppressive, inclusive practice with individuals, families, groups, organizations, and communities. This includes role plays assisting clients who are challenged by oppression as part of their presenting problems and brief immersions with diverse communities. Prerequisite: SWRK 261. For senior majors only. Offered annually in September.","",NA,"",NA,"['Susan E. Smalling']",300,"['RNS 356A', 'RNS 356A', 'RNS 356A', 'RNS 356A']","Just Practice","Open to Senior Social Work majors only.",373,"False","Prerequisite: SWRK 261. For senior majors only. Offered annually in September.","",1,"O",20141,"['MWF 0800-1000', 'MWF 1150-0150PM', 'Th 0800-1050', 'Th 1130-0200PM']","","Research",2014,10
"249",94076,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans.Topics and texts range from the Declaration of Independence and Thomas Jefferson's architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts towards American studies major.","",NA,"",NA,"['Colin Wells']",100,"['HH 403']","Declaring Ind: 1607-1865","Open to American Conversations students only.",101,"False","False","A",1,"C",20141,"['MWF 1255-0150PM']","Declaring Independence, 1607-1865","Research",2014,23
"250",94077,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans.Topics and texts range from the Declaration of Independence and Thomas Jefferson's architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts towards American studies major.","",NA,"",NA,"['Eric J. Fure-Slocum']",100,"['HH 319']","Declaring Ind: 1607-1865","Open to American Conversations students only.",101,"False","False","B",1,"C",20141,"['MWF 1255-0150PM']","Declaring Independence, 1607-1865","Research",2014,19
"263",94095,1,268,"['ECON']","Students in this course learn and apply economic analysis, tempered by an appreciation for the political and institutional contexts of the less developed countries, to gain an understanding of these countries' economies. Using cases involving both written and oral analysis, students explore topics such as economic growth in Brazil, trade strategies in Singapore, poverty and income distribution in Taiwan, or macroeconomic performance in Mexico. Prerequisite: one of Economics 110-121 or permission of instructor. Offered annually. Counts toward environmental studies major (social science track) and Latin American major and concentration.","['MCG']",NA,"",NA,"['Seth Binder']",200,"['OM 030', 'OM 030']","Economic Development","",243,"False","Prerequisite: one of Economics 110-121 or permission of instructor. Offered annually. Counts toward environmental studies major (social science track) and Latin American major and concentration.","A",1,"C",20141,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2014,19
