"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"4",77190,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","['WRI']",NA,"",NA,"['Adam H. Berliner']",200,"['TOH 186']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered each semester.","A",1,"O",20111,"['MWF 0905-1000']","","Research",2011,13
"5",77191,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","['WRI']",NA,"",NA,"['Kay E. Smith']",200,"['RNS 204']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered each semester.","B",1,"O",20111,"['MWF 1255-0150PM']","","Research",2011,19
"6",77192,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20111,"","Internship","Research",2011,0
"7",77193,1,14,"['AMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","Internship","Research",2011,0
"8",77194,1,68,"['ART']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20111,"","","Research",2011,0
"9",77195,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","","Research",2011,0
"11",77197,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty supervisor, and complete an internship form.","",NA,"",NA,"['Cynthia Book']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","Internship","Research",2011,1
"12",77198,1,204,"['CHEM']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20111,"","Internship","Research",2011,0
"13",77199,1,222,"['CHEM']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","Internship","Research",2011,0
"14",77200,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20111,"","","Research",2011,0
"15",77201,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","","Research",2011,0
"16",77202,1,248,"['CHIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20111,"","","Research",2011,0
"17",77203,1,251,"['CHIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","","Research",2011,0
"18",77204,1,276,"['ECON']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20111,"","","Research",2011,0
"19",77205,1,284,"['ECON']","Academic Internship.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20111,"","","Research",2011,0
