"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"4",95474,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Prerequisite: MATH 220. Permission of instructor required for first-year students.","['WRI']",NA,"",NA,"['Adam H. Berliner']",200,"['RNS 206']","Abstract Algebra I","",252,"False","Prerequisite: MATH 220. Permission of instructor required for first-year students.","A",3,"C",20143,"['MWF 1150-1245PM']","","Research",2014,19
"5",95475,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Prerequisite: MATH 220. Permission of instructor required for first-year students.","['WRI']",NA,"",NA,"['Kosmas Diveris']",200,"['RNS 204']","Abstract Algebra I","",252,"False","Prerequisite: MATH 220. Permission of instructor required for first-year students.","B",3,"O",20143,"['MWF 1045-1140']","","Research",2014,10
"6",95476,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"7",95477,1,68,"['ART']","","",NA,"",NA,"['Michon Weeks']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,1
"8",95478,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"9",95479,1,93,"['ASIAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"10",95480,1,96,"['ASIAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"12",95482,1,174,"['BIO']","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the PiperCenter for Vocation and Career, locate a faculty supervisor, and complete an internship form.Internships do not count toward the biology major requirements.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"13",95483,1,204,"['CHEM']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"14",95484,1,222,"['CHEM']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"15",95485,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"16",95486,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"17",95487,1,248,"['CHIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"18",95488,1,251,"['CHIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"19",95489,1,276,"['ECON']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"21",95491,1,299,"['CSCI']","This is an intermediate-level version of CSCI 394.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","Internship","Research",2014,0
"22",95492,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included contributions toteam programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internshipexperiences (whether for credit or not) are strongly encouraged for anyone considering acareer in computing.","",NA,"",NA,"['Richard Brown']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,2
"23",95493,1,313,"['EDUC']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"24",95494,1,344,"['EDUC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","Internship","Research",2014,0
"26",95496,1,377,"['DANCE']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"27",95497,1,433,"['ENGL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"28",95498,1,449,"['ENGL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"29",95499,1,464,"['ENVST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","Internship","Research",2014,0
"30",95500,1,466,"['ENVST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"31",95501,1,490,"['FREN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"32",95502,1,494,"['FREN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"33",95503,1,522,"['GERM']","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions.Maybe counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",3,"C",20143,"","","Research",2014,0
"34",95504,1,529,"['GERM']","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least one 270-level course.","",3,"C",20143,"","","Research",2014,0
"35",95505,1,543,"['GREEK']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"36",95506,1,550,"['GREEK']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","Academic Inernship","Research",2014,0
"37",95507,1,624,"['HIST']","","",NA,"",NA,"['Gary De Krey']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,1
"38",95508,1,640,"['HIST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"39",95509,1,653,"['FAMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"40",95510,1,656,"['FAMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"41",95511,1,686,"['IS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"42",95512,1,691,"['IS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"43",95513,1,716,"['LATIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"44",95514,1,725,"['LATIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"45",95515,1,751,"['MATH']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"46",95516,1,766,"['MATH']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"47",95517,1,784,"['MGMT']","","",NA,"",NA,"['Sian E. Muir']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,2
"48",95518,1,788,"['MGMT']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"50",95520,1,797,"['MEDIA']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"51",95521,1,846,"['MUSIC']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","Internship","Research",2014,0
"52",95522,1,865,"['MUSIC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"53",95523,1,931,"['NORW']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"54",95524,1,936,"['NORW']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","Internship","Research",2014,0
"55",95525,1,985,"['PHIL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"56",95526,1,992,"['PHIL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"57",95527,1,1057,"['ESTH']","","",NA,"",NA,"['Cynthia Book']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"58",95528,1,1067,"['ESTH']","","",NA,"",NA,"['Christine Daymont']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,1
"59",95529,1,1090,"['PHYS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"60",95530,1,1100,"['PHYS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"61",95531,1,1139,"['PSCI']","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"62",95532,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the departmentin order to arrange supervision for credit. For Level III credit students must have successfullycompleted a Level II internship in the same area. Prerequisite: PSCI 294.","",NA,"",NA,"['Daniel Hofrenning']",300,"","Academic Internship","",394,"True","Prerequisite: PSCI 294.","",3,"C",20143,"","","Research",2014,1
"63",95533,1,1178,"['PSYCH']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"64",95534,1,1188,"['PSYCH']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"65",95535,1,1236,"['REL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"66",95536,1,1253,"['REL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
"67",95537,1,1341,"['SPAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20143,"","","Research",2014,0
"68",95538,1,1354,"['SPAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20143,"","","Research",2014,0
