"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"108",55992,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years.","",NA,NA,NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","A",1,"C",20071,"['MWF 0905-1000']","American History to 1865","Research",2007,32
"109",55993,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered most years.","",NA,NA,NA,"['Steven C. Hahn']",100,"['HH 403']","America to 1865","",198,"False","False","B",1,"C",20071,"['MWF 1045-1140']","American History to 1865","Research",2007,29
"110",55994,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","",NA,NA,NA,"['Jonathan Peterson']",100,"['Mod 3']","American Politics","",111,"False","False","A",1,"C",20071,"['MWF 0905-1000']","","Research",2007,29
"111",55995,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","",NA,NA,NA,"['Jonathan Peterson']",100,"['Mod 3']","American Politics","",111,"False","False","B",1,"C",20071,"['MWF 1045-1140']","","Research",2007,32
"198",56114,1,1222,"['REL']","This course studies the Buddhist view of the human predicament and its solution. Students examine the life of the Buddha, Buddhist scriptures and the historical and philosophical development of Theravada and Mahayana Buddhism in East and Southeast Asia.","",NA,NA,NA,"['Barbara Reed']",200,"['BMC 110', 'BMC 110']","Buddhism","",257,"False","False","",1,"C",20071,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2007,23
"219",56153,1,608,"['HIST']","This course studies Chinese civilization from its beginnings to the end of the 19th century, providing an overview of traditional Chinese thought, culture, institutions, and society. Students examine the development of philosophy and religion, achievements in art and literature, and social and economic change. This course also considers foreign conquest dynasties, Chinese expansion into Inner Asia, and China's relations with the West. Offered most years.","",NA,NA,NA,"['Robert Entenmann']",200,"['RML 577']","Chinese Civilization","",250,"False","False","",1,"O",20071,"['MWF 0200-0255PM']","","Research",2007,31
"222",56159,1,621,"['HIST']","In studying the impact of the Civil War era on American society and politics, students focus on slavery, emancipation, and race relations. They also address the impact of industrialization on northern society, encompassing immigration and nativism, the westward movement, and the dispossession of Native Americans. The course situates the dramatic political and military events of the era in the wider evolution of American life. Offered most years.","",NA,NA,NA,"['Michael Fitzgerald']",200,"['RML 577', 'RML 577']","Civil War/Reconstruct","",288,"False","False","",1,"C",20071,"['T 0935-1100', 'Th 0930-1050']","America in the Civil War and Reconstruction Era","Research",2007,32
"235",56182,1,1300,"['SOAN']","What do self-determination and cultural identity mean for Native American peoples today? Students examine the impact of colonization on Native American peoples, including federal policies, treaty rights, and sovereignty. Issues include economy and politics on reservations, family and gender roles, orality and literacy, persistence and revitalization of religious life and culture, urban life, and recent social movements and organizations. Offered Fall or Spring Semester.","",NA,NA,NA,"['Carolyn Anderson']",200,"['BMC 101']","Contemp Native Am","",242,"False","False","B",1,"C",20071,"['MWF 1150-1245PM']","Contemporary Native American Issues","Research",2007,25
"236",56183,1,1300,"['SOAN']","What do self-determination and cultural identity mean for Native American peoples today? Students examine the impact of colonization on Native American peoples, including federal policies, treaty rights, and sovereignty. Issues include economy and politics on reservations, family and gender roles, orality and literacy, persistence and revitalization of religious life and culture, urban life, and recent social movements and organizations. Offered Fall or Spring Semester.","",NA,NA,NA,"['Carolyn Anderson']",200,"['BMC 111']","Contemp Native Am","",242,"False","False","A",1,"C",20071,"['MWF 1045-1140']","Contemporary Native American Issues","Research",2007,28
"260",56216,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia and the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Prerequisite: completion of BTS-T. Offered every year.","",NA,NA,NA,"['Edward Langerak']",200,"['HH 301']","Ethics/The Good Life","Prerequisite: Completion of BTS-T requirement.",252,"False","Prerequisite: completion of BTS-T. Offered every year.","A",1,"C",20071,"['MWF 1255-0150PM']","Ethics and the Good Life","Research",2007,19
"294",56267,1,1317,"['SOAN']","Students gain the skills necessary to conduct and critically evaluate quantitative research. Students learn the underlying theoretical assumptions and orientations of quantitative research, including research design, sampling techniques, strategies for data collection, and approaches to analysis. Students gain practice in data analysis by conducting a research project and using the Statistical Package for the Social Sciences (SPSS), a standard in sociology. Open to Sociology/Anthropology majors only. Offered Fall Semester.","",NA,NA,NA,"['Ryan R. Sheppard']",300,"['HH 301']","Found Soc Sci Resrch","",371,"False","False","A",1,"C",20071,"['MWF 0905-1000']","Foundations of Social Science Research: Quantitative Methods","Research",2007,18
