"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"88",51629,1,618,"['HIST']","In this study of African Americans in U. S. society from African origins to the present, students explore the African heritage, the experience of slavery, segregation, and the rise of the Civil Rights movement of the 1960s. The course pays particular attention to the issue of black nationalism as a force in American life.","",NA,NA,NA,"['Sarah L. Silkey']",200,"['RML 577', 'RML 577']","African-American Hist","",277,"False","False","",3,"C",20063,"['T 0935-1100', 'Th 0930-1050']","African-American History","Research",2006,30
"102",51656,1,78,"['ASIAN']","This course examines major cultures of South, Southeast and East Asia from interdisciplinary and comparative perspectives with attention to theories of human behavior. Themes vary from year to year but may include Asian cities, heroic ideals, village and family life, population growth, gender roles and medicine and healing traditions. No prerequisites.","",NA,NA,NA,"['Karil J. Kucera']",100,"['DC 305']","Asian Cultures","",121,"False","False","",3,"C",20063,"['MWF 1150-1245PM']","Asian Cultures in Comparative Perspectives","Research",2006,28
"156",51742,1,1234,"['REL']","Students examine contemporary Buddhist moral teachings on social issues such as violence and peacemaking, human rights and social justice and humanity and the environment. Coursework focuses on the writings of Vietnamese monk and peace activist Thich Nhat Hanh, Tibetan leader-in-exile Tenzin Gyatso (Fourteenth Dalai Lama), American ecologist Joanna Macy and others. Students consider the moral paradigms of Christianity and Buddhism: Christ and the Bodhisattva. Prerequisite: BTS-T.","",NA,NA,NA,"['Barbara Reed']",200,"['BMC 111']","Buddhism, Peace, Justice","",289,"False","Prerequisite: BTS-T.","A",3,"C",20063,"['MWF 1255-0150PM']","Buddhism, Peace and Justice","Research",2006,23
"179",51767,1,406,"['ENGL']","Students read and discuss children's literature from a variety of cultures and time periods. Beginning with world folklore and children's classics as background, students explore an array of picture books, poetry, fiction and nonfiction that exemplifies the best in fantasy, science fiction and realism for children and young adults. Special emphasis is given to two relatively new subgenres: multicultural literature and the contemporary problem novel. For more information on this course please refer to: http://www.stolaf.edu/depts/english/courses/index.html","",NA,NA,NA,"['Jan C. Hill']",200,"['RML 515', 'RML 515']","Children's Literature","",233,"False","False","",3,"C",20063,"['T 0935-1100', 'Th 0930-1050']","Children's and Young Adult Literature","Research",2006,34
"198",51801,1,371,"['DANCE']","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th and 20th centuries and early 21st century, paying attention to their similarities and differences. The focus is on the theatrical dance genres of: ballet, modern and musical theater dance. Students also examine social dance as the predecessor of some theatrical dance genres. At the same time, the course attends to the economic, religious and social forces which have affected the development of dance in America. Extensive video examples supplement reading, writing and discussion. Attendance at appropriate concerts is required.","",NA,NA,NA,"['Heather J. Klopchin']",200,"['DC 305']","Dance in America","",246,"False","False","",3,"C",20063,"['MWF 1255-0150PM']","","Research",2006,54
"199",51802,1,177,"['AMCON']","In this century of institutional development, national expansion and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts include Transcendentalist writers, the Second Great Awakening, Black Elk Speaks, landscape painting and Western photography.","",NA,NA,NA,"['Judy Kutulas']",100,"['RML 515']","Dem Vistas: 1800-1900","",102,"False","False","A",3,"C",20063,"['MWF 0905-1000']","Democratic Vistas, 1800-1900","Research",2006,19
"200",51803,1,177,"['AMCON']","In this century of institutional development, national expansion and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts include Transcendentalist writers, the Second Great Awakening, Black Elk Speaks, landscape painting and Western photography.","",NA,NA,NA,"['Carol Holly']",100,"['RML 420']","Dem Vistas: 1800-1900","",102,"False","False","B",3,"C",20063,"['MWF 0905-1000']","Democratic Vistas, 1800-1900","Research",2006,20
"215",51824,1,77,"['ASIAN']","This is a history seminar to help students understand the impact that the West and East Asia have had on each other from the beginning of sustained contact in the 16th century to the end of World War II. Students read about and discuss the impact of Christian missionaries, the economic role of trade and the political and military challenge of Western expansionism beginning with the Opium War. Prerequisite: Asian Studies 111 or permission of the instructor.","",NA,NA,NA,"['Robert Entenmann']",100,"['HH 515', 'HH 515']","East Asia & the West","",112,"False","Prerequisite: Asian Studies 111 or permission of the instructor.","",3,"C",20063,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations: East Asia and the West","Research",2006,18
"236",51852,1,979,"['PHIL']","This course examines the main Western ethical theories and their application to contemporary moral concerns. Theoretical issues may include rights, duties, virtue, hedonism, egoism, the relation between ethics and theology, the fact-value distinction, relativism, and pluralism. Students discuss current topics such as global economic justice, euthanasia and the death penalty, animal rights, censorship, racism, privacy rights versus public safety, reproductive ethics, and environmental ethics. Prerequisite: Completion of BTS-T.","",NA,NA,NA,"['Edward Langerak']",200,"['OM 011']","Ethics/The Good Life","",252,"False","Prerequisite: Completion of BTS-T.","",3,"C",20063,"['MWF 1255-0150PM']","Ethics and the Good Life","Research",2006,22
"238",51855,1,574,"['HIST']","This course surveys European history and culture since the Reformation. Topics include the impact of Protestantism, the development of nation states, the Enlightenment, revolutionary ideas and experiences, the Napoleonic era, imperialism, mass political movements, and global warfare. Through original texts, historical studies, and literature, students explore relations among religions, states and societies and understandings of liberty and reason, natural environments, family life, and gender roles.","",NA,NA,NA,"['Anna Kuxhausen']",100,"['RML 577']","Eur/Reform/Modern","",191,"False","False","",3,"C",20063,"['MWF 0905-1000']","Europe from the Reformation to Modern Times","Research",2006,34
"276",51943,1,499,"['ID']","This course provides an examination and application of the key content, skills, and perspectives of human geography. The lens of the geographer focuses on the spatial distribution of phenomena over the surface of the earth, asking the questions ""where"" and ""why there."" The practices and skills of geography are used to investigate a variety of issues in the Middle East, including environmental problems, the culture and management of sacred places, and the reasons for war and the need for peace.","",NA,NA,NA,"['Robert W. McClure']",200,"['Mod 4', 'Mod 4']","Human Geography","",234,"False","False","",3,"C",20063,"['T 0120-0245PM', 'Th 0215-0335PM']","Human Geography of the Middle East","Research",2006,31
"280",51947,1,16962,"['ASIAN']","The Universal Declaration of Human Rights proclaims that ""the inherent dignity and ... the equal and inalienable rights of all members of the human family [are] the foundation of freedom, justice and peace in the world."" Who speaks to human rights in East Asia? What ethical perspectives are voiced? Case studies presented through memoirs, films, reports, and multidisciplinary analyses provide the material for exploring diverse normative claims about individual rights in East Asia. Prerequisites: Asian Studies 275 or permission of the instructor and completion of BTS-T.","",NA,NA,NA,"['Katherine S. Tegtmeyer Pak']",300,"['HH 317', 'HH 317']","Human Rights/AsianContext","",397,"False","Prerequisites: Asian Studies 275 or permission of the instructor and completion of BTS-T.","",3,"C",20063,"['T 0935-1100', 'Th 0930-1050']","Human Rights/Asian Context","Research",2006,15
"326",51996,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement.","",NA,NA,NA,"['Barbara Olson']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement.","A",3,"C",20063,"['MWF 1045-1140']","Intermediate Spanish I","Research",2006,25
"327",51997,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement.","",NA,NA,NA,"['Barbara Olson']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement.","B",3,"C",20063,"['MWF 1150-1245PM']","Intermediate Spanish I","Research",2006,19
"328",51998,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement.","",NA,NA,NA,"['Gwendolyn Barnes-Karol']",200,"['OM 020']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement.","C",3,"C",20063,"['MWF 1255-0150PM']","Intermediate Spanish I","Research",2006,22
"350",52025,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition.","",NA,NA,NA,"['Bruce Nordstrom-Loeb']",100,"['Mod 3']","Intro to Sociology","",121,"False","False","A",3,"C",20063,"['MWF 1045-1140']","Introduction to Sociology","Research",2006,34
