"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"1",72142,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","['WRI']",NA,"",NA,"['Adam H. Berliner']",200,"['RNS 160D']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered each semester.","A",1,"C",20101,"['MWF 1045-1140']","","Research",2010,22
"2",72143,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","['WRI']",NA,"",NA,"['Kristina Garrett']",200,"['RNS 206']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered each semester.","B",1,"O",20101,"['MWF 1150-1245PM']","","Research",2010,19
"3",72145,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20101,"","Internship","Research",2010,0
"4",72146,1,14,"['AMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20101,"","Internship","Research",2010,0
"5",72147,1,68,"['ART']","","",NA,"",NA,"['Wendell Arneson']",200,"","Academic Internship","",294,"True","False","",1,"O",20101,"","","Research",2010,1
"6",72148,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20101,"","","Research",2010,0
"8",72150,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty supervisor, and complete an internship form.","",NA,"",NA,"['Kevin M. Crisp']",300,"","Academic Internship","",394,"True","False","",1,"O",20101,"","Internship","Research",2010,2
"9",72151,1,204,"['CHEM']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20101,"","Internship","Research",2010,0
"10",72152,1,222,"['CHEM']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20101,"","Internship","Research",2010,0
"11",72153,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20101,"","","Research",2010,0
