"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"123",95615,1,18781,"['ASIAN']","In this final semester in Asian Conversations students examine modern reinterpretations of traditional Asia focusing on major social and cultural aspects of the 19th through 21st centuries. Students engage with primary and secondary texts through written and oral presentation, including materials collected during Interim. Offered annually in the spring semester. Prerequisite: CHIN 231 or JAPAN 231 and ASIAN 215 or ASIAN 216.","['ALS-A', 'ALS-L', 'HBS', 'MCG', 'ORC', 'WRI']",NA,"",NA,"['William H. Bridges IV', 'Ka F. Wong']",200,"['TOH 210', 'TOH 210']","AsiaCon3:InterpretJourney","Registration restricted to students in the Asian Con program.",220,"False","Prerequisite: CHIN 231 or JAPAN 231 and ASIAN 215 or ASIAN 216.","",3,"C",20143,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations III: Interpreting Journeys","Research",2014,35
"227",95762,1,569,"['HIST']","Students examine the overthrow of American segregation through several decades of agitation for civil rights. This seminar focuses primarily on the South, though students also discuss northern race relations. Primary accounts from the era constitute the assigned readings. Among the topics covered are the segregated South, Martin Luther King and his critics, the Black Power movement, and the rise of white backlash politics. Offered periodically. Counts towards race and ethnic studies and American studies majors and race and ethnic studies and Africa and the Americas concentrations.","['HWC', 'MCD']",NA,"",NA,"['Michael Fitzgerald']",100,"['BMC 202']","Civil Rights Revolution","Open to first-year students only.",181,"False","False","",3,"C",20143,"['MWF 0200-0255PM']","","Research",2014,18
"228",95763,1,621,"['HIST']","In studying the impact of the Civil War era on American society and politics, students focus on slavery, emancipation, and race relations. They also address the impact of industrialization on northern society, encompassing immigration and nativism, the westward movement, and the dispossession of Native Americans. The course situates the dramatic political and military events of the era in the wider evolution of American life. Offered most years. Counts toward American studies and race and ethnic studies majors and race and ethnic studies and Africa and the Americas concentrations.","['HWC', 'MCD']",NA,"",NA,"['Michael Fitzgerald']",200,"['HH 307', 'HH 307']","Civil War/Reconstruct","",288,"False","False","",3,"C",20143,"['T 1145-0110PM', 'Th 1245-0205PM']","America in the Civil War and Reconstruction Era","Research",2014,26
"229",95766,1,1181,"['PSYCH']","This course examines several major theoretical perspectives on psychotherapy. Students review empirically supported treatments for specific clinical disorders, as well as ""nonspecific"" factors that affect the therapeutic process. Students explore ethical and legal challenges related to psychotherapy delivery, as well as multicultural and other diversity issues. Course format is primarily discussion-based. Offered annually. Prerequisites: junior or senior standing and PSYCH 230, plus PSYCH 244 or PSYCH 247.","",NA,"",NA,"['Mark Sundby']",300,"['RNS 124', 'RNS 124']","Clinical/Counseling Psych","",375,"False","Prerequisites: junior or senior standing and PSYCH 230, plus PSYCH 244 or PSYCH 247.","",3,"C",20143,"['T 0935-1100', 'Th 0930-1050']","Clinical and Counseling Psychology","Research",2014,17
"241",95787,1,21544,"['HIST']","This seminar examines one of history's most dramatic episodes: the Spanish conquest and colonization of what is now Latin America. Through reading and discussion, students examine such topics as European and indigenous perceptions of the Conquest, the role of missionaries, the imperial enterprise, the response of native peoples to the imposition of Christianity, indigenous efforts to resist Spanish domination, the ecological/biological consequences of 1492, and subsequent debates over the morality of the conquest. Offered periodically. Counts toward Latin American studies major and concentration.","['MCG', 'WRI']",NA,"",NA,"['Jeane DeLaney']",100,"['HH 515', 'HH 515']","Conquest and Colonization","Open to first-year students only.",126,"False","False","",3,"C",20143,"['T 0935-1100', 'Th 0930-1050']","","Research",2014,14
"246",95802,1,371,"['DANCE']","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th, 20th, and early 21st centuries, paying attention to their similarities and differences.The focus is on the theatrical dance genres of ballet, modern, and jazz (includes social dance, tap, and some musical theatre dance). At the same time, the course attends to the economic, religious, political, and social forces that have affected the development of dance in the United States. No dance experience required. Ticket/transportation fee required. Offered annually in the spring semester. Counts toward race and ethnic studies, American studies, and women's and gender studies majors and race and ethnic studies and women'sand gender studies concentrations.","['ALS-A', 'MCD', 'WRI']",NA,"",NA,"['Gabriel R. Anderson']",200,"['DC 305']","Dance in United States","",246,"False","False","",3,"C",20143,"['MWF 0905-1000']","Dance in the United States","Research",2014,22
"247",95803,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Offered annually in the spring semester. Counts toward American studies major. Prerequisite: AMCON 101.","['FYW', 'HWC']",NA,"",NA,"['Colin Wells']",100,"['HH 319']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: AMCON 101.","A",3,"C",20143,"['MWF 1255-0150PM']","Democratic Vistas, 1800-1900","Research",2014,18
"248",95804,1,177,"['AMCON']","In this century of institutional development, national expansion, and sectional conflict, Americans continued to define a national identity. Students probe the ways in which region, religion, race, ethnicity, and gender inform individual and group contributions to the conversation. They also analyze how geographical expansion and ideas of progress influenced different visions and versions of America. Topics and texts range from Transcendentalist writers, the Second Great Awakening, and Black Elk Speaks to landscape painting and Western photography. Offered annually in the spring semester. Counts toward American studies major. Prerequisite: AMCON 101.","['FYW', 'HWC']",NA,"",NA,"['Jeanne I. Willcoxon']",100,"['HH 403']","Dem Vistas: 1800-1900","Open to American Conversations students only.",102,"False","Prerequisite: AMCON 101.","B",3,"C",20143,"['MWF 1255-0150PM']","Democratic Vistas, 1800-1900","Research",2014,22
"280",95847,1,574,"['HIST']","This course surveys European history and culture since the Reformation. Topics include the impact of Protestantism, the development of nation-states, the Enlightenment, revolutionary ideas and experiences, the Napoleonic era, imperialism, mass political movements, and global warfare. Through original texts, historical studies, and literature, students explore relations among religions, states and societies and understandings of liberty and reason, natural environments, family life, and gender roles. Offered most years. Counts toward women's and gender studies major and concentration","['HWC']",NA,"",NA,"['Gary De Krey']",100,"['RML 525']","Eur/Reform/Modern","",191,"False","False","",3,"C",20143,"['MWF 1045-1140']","Europe from the Reformation to Modern Times","Research",2014,27
"318",95913,1,576,"['HIST']","This course takes a comparative and chronological approach to studying the diverse cultures of the modern world. Through original texts, historical studies, and literary sources, students examine such themes as the rise of American imperialism and its impact on indigenous peoples of the Americas, Asia, and Africa; the emergence of the nation-state and new ideologies; the spread of American influence in the world; human interaction with the environment; challenges to religion and traditional life-styles; and innovation in family and gender structures. Offered most years.","['MCG']",NA,"",NA,"['Abdulai Iddrisu']",100,"['OM 310']","Global 1500-Present","",195,"False","False","",3,"C",20143,"['MWF 1045-1140']","Global Histories from 1500 to the Present","Research",2014,23
"396",96022,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Counts toward American studies major.","['HBS', 'MCD']",NA,"",NA,"['Ryan R. Sheppard']",100,"['HH 301', 'HH 301']","Intro to Sociology","Open to all students. This course has class-year limits.",121,"False","False","A",3,"C",20143,"['T 0800-0925', 'Th 0800-0920']","Introduction to Sociology","Research",2014,22
"397",96023,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Counts toward American studies major.","['HBS', 'MCD']",NA,"",NA,"['Ryan R. Sheppard']",100,"['HH 301', 'HH 301']","Intro to Sociology","Open to first-year students only.",121,"False","False","B",3,"C",20143,"['T 0935-1100', 'Th 0930-1050']","Introduction to Sociology","Research",2014,23
"398",96025,1,1375,"['THEAT']","A broad-based introduction to the art and craft of theater, this course focuses on the roles of actor, director, playwright, and designer, as well as aspects of theater history, performance, and literature. Students examine theater as a culturally diverse art form, with emphasis on the ways ethnicity, gender, race, religion, and sexual orientation inform theater in the United States. Students attend performances on campus and in the Twin Cities and integrate them with readings, lectures, and discussions. A ticket fee is required. Offered each semester.","['ALS-A', 'MCD', 'ORC']",NA,"",NA,"['Karen Wilson']",100,"['HH 501']","Intro to Theater","",110,"False","False","",3,"C",20143,"['MWF 0905-1000']","Introduction to Theater","Research",2014,46
