"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"3",73725,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","['WRI']",NA,"",NA,"['Adam H. Berliner']",200,"['RNS 204']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered each semester.","A",3,"C",20103,"['MWF 1255-0150PM']","","Research",2010,19
"4",73726,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings, and finite fields. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 220. Offered each semester.","['WRI']",NA,"",NA,"['Kristina Garrett']",200,"['TOH 184']","Abstract Algebra I","",252,"False","Prerequisite: Mathematics 220. Offered each semester.","B",3,"C",20103,"['MWF 0905-1000']","","Research",2010,24
"5",73727,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"6",73728,1,68,"['ART']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"7",73729,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"8",73730,1,93,"['ASIAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"9",73731,1,96,"['ASIAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"10",73732,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","",NA,"",NA,"['Diane K. Angell']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,1
"11",73733,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Center for Experiential Learning, locate a faculty supervisor, and complete an internship form.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"12",73734,1,204,"['CHEM']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"13",73735,1,222,"['CHEM']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"14",73736,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"15",73737,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"16",73738,1,248,"['CHIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"17",73739,1,251,"['CHIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"18",73740,1,276,"['ECON']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"19",73741,1,284,"['ECON']","Academic Internship.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"20",73742,1,299,"['CSCI']","This is an intermediate-level version of Computer Science 394.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"21",73743,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"23",73745,1,344,"['EDUC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"24",73746,1,374,"['DANCE']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"25",73747,1,377,"['DANCE']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"26",73748,1,433,"['ENGL']","","",NA,"",NA,"['Jan C. Hill']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,2
"27",73749,1,449,"['ENGL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"28",73750,1,464,"['ENVST']","","",NA,"",NA,"['Paul T. Jackson']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,1
"29",73751,1,466,"['ENVST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"30",73752,1,490,"['FREN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"31",73753,1,494,"['FREN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"32",73754,1,522,"['GERM']","Students spend four weeks during interim or summer in an individually selected German workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",3,"C",20103,"","Internship","Research",2010,0
"33",73755,1,529,"['GERM']","Students spend four weeks during interim or summer in the German workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least one 270-level course.","",3,"C",20103,"","Internship","Research",2010,0
"34",73756,1,543,"['GREEK']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"35",73757,1,550,"['GREEK']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Academic Inernship","Research",2010,0
"36",73758,1,624,"['HIST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"37",73759,1,640,"['HIST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"40",73762,1,653,"['FAMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"41",73763,1,656,"['FAMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"42",73764,1,686,"['IS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"43",73765,1,691,"['IS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"44",73766,1,716,"['LATIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"45",73767,1,725,"['LATIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"46",73768,1,751,"['MATH']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"47",73769,1,766,"['MATH']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"48",73770,1,784,"['MGMT']","","",NA,"",NA,"['Sian E. Muir']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,1
"49",73771,1,788,"['MGMT']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"50",73772,1,795,"['MEDIA']","","",NA,"",NA,"['Jan C. Hill']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"51",73773,1,797,"['MEDIA']","","",NA,"",NA,"['Amy E. Borden']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,4
"52",73774,1,846,"['MUSIC']","","",NA,"",NA,"['Anton Armstrong']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,1
"53",73775,1,865,"['MUSIC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"54",73776,1,931,"['NORW']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"55",73777,1,936,"['NORW']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"56",73778,1,985,"['PHIL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"57",73779,1,992,"['PHIL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"58",73780,1,1057,"['ESTH']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"59",73781,1,1067,"['ESTH']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"60",73782,1,1090,"['PHYS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"61",73783,1,1100,"['PHYS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"62",73784,1,1139,"['PSCI']","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"63",73785,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area. Prerequisite: Political Science 294.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: Political Science 294.","",3,"C",20103,"","Internship","Research",2010,0
"64",73786,1,1178,"['PSYCH']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"65",73787,1,1188,"['PSYCH']","Internship","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"66",73788,1,1236,"['REL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"67",73789,1,1253,"['REL']","","",NA,"",NA,"['W. Bruce Benson']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,1
"70",73792,1,1394,"['THEAT']","Prerequisite: at least three previous courses in department.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least three previous courses in department.","",3,"C",20103,"","Internships","Research",2010,0
"71",73793,1,1400,"['THEAT']","Prerequisite: at least five previous courses in department.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least five previous courses in department.","",3,"C",20103,"","Internship","Research",2010,0
"72",73794,1,1409,"['STAT']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"73",73795,1,1413,"['STAT']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"75",73797,1,14,"['AMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"76",73798,1,1486,"['ARMS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"77",73799,1,1488,"['ARMS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"79",73801,1,668,"['JAPAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"80",73802,1,670,"['JAPAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"81",73803,1,917,"['NEURO']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","","Research",2010,0
"82",73804,1,919,"['NEURO']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","","Research",2010,0
"83",73805,1,942,"['NURS']","Does not count toward the major.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"C",20103,"","Internship","Research",2010,0
"84",73806,1,961,"['NURS']","Does not count toward the major.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"C",20103,"","Internship","Research",2010,0
