"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"102",99510,1,577,"['HIST']","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered annually. Counts toward American studies major.","['HWC', 'MCD']",NA,"",NA,"['Edward P. Pompeian']",100,"['OM 030']","America to 1865","",198,"False","False","A",1,"C",20151,"['MWF 0905-1000']","American History to 1865","Research",2015,25
"103",99511,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts toward American studies major.","['HBS', 'MCD']",NA,"",NA,"['Daniel Hofrenning']",100,"['HH 403', 'HH 403']","American Politics","",111,"False","False","A",1,"C",20151,"['T 0800-0925', 'Th 0800-0920']","","Research",2015,29
"104",99512,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually. Counts toward American studies major.","['HBS', 'MCD']",NA,"",NA,"['Christopher B. Chapp']",100,"['TOH 210', 'TOH 210']","American Politics","",111,"False","False","B",1,"C",20151,"['T 0935-1100', 'Th 0930-1050']","","Research",2015,32
"128",99541,1,18779,"['ASIAN']","How do pilgrims, travelers and migrants make sense of their journeys in Asia? Students explore maps, histories, tales, and guides that define Asia today and in years past, including several classic Asian texts; study how cultural, linguistic, economic, religious, social, and political connections and divisions create and sustain communities in Asia; and plan related projects for their Interim course. Offered annually in the fall semester. Prerequisite: CHIN 112 or JAPAN 112 or permission of instructor. Must be accepted into Asian Conversations program to register.","",NA,"",NA,"['Hsiang-Lin Shih', 'Kendra Strand']",200,"['HH 403', 'HH 403']","AsianCon1:MappingJourneys","Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it. This course will also meet in HH 319.",210,"False","Prerequisite: CHIN 112 or JAPAN 112 or permission of instructor. Must be accepted into Asian Conversations program to register.","",1,"C",20151,"['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations I: Mapping Journeys","Research",2015,39
"171",99593,1,1191,"['REL']","Belonging as Blessing and Challenge - Throughout the Bible we find stories of conflict and hope within families, communities, and nations. Lines are drawn and identities defined as individuals and groups interpret their relationship with God and with one another. In this section we will discuss how kinship, ethnicity, and friendship function within key Biblical narratives. How are various identities defined and contested? Are the boundaries fixed or porous? Making use of historical, literary, and theological methods we will examine the benefits and burdens of belonging. While looking at the Bible we will also examine our own context and questions about identity, racism, political power, and social solidarity.","['BTS-B']",NA,"",NA,"['Anthony Bateza']",100,"['OM 210']","Bible/Culture/Commun","Section Topic: Belonging as Blessing and Challenge",121,"False","False","D",1,"C",20151,"['MWF 1045-1140']","Bible in Culture and Community","Research",2015,18
"227",99678,1,608,"['HIST']","This course studies Chinese civilization from its beginnings to the end of the 19th century, providing an overview of traditional Chinese thought, culture, institutions, and society. Students examine the development of philosophy and religion, achievements in art and literature, and social and economic change. This course also considers foreign conquest dynasties, Chinese expansion into Inner Asia, and China's relations with the West. Foreign Language Across the Curriculum course available in Chinese for students at the third-year level in the language. Offered annually.","['MCG']",NA,"",NA,"['Robert Entenmann', 'James Coplin']",200,"['HH 403']","Chinese Civilization","",250,"False","False","",1,"O",20151,"['MWF 0200-0255PM']","","Research",2015,14
"234",99693,1,1181,"['PSYCH']","This course examines several major theoretical perspectives on psychotherapy. Students review empirically supported treatments for specific clinical disorders, as well as ""nonspecific"" factors that affect the therapeutic process. Students explore ethical and legal challenges related to psychotherapy delivery, as well as multicultural and other diversity issues. Course format is primarily discussion-based. Offered annually. Counts toward management studies concentration and biomedical studies concentration (for students through class of 2016). Prerequisites: junior or senior standing and PSYCH 230, plus PSYCH 244 or PSYCH 247.","",NA,"",NA,"['Carlo O. Veltri']",300,"['RNS 124']","Clinical/Counseling Psych","",375,"False","Prerequisites: junior or senior standing and PSYCH 230, plus PSYCH 244 or PSYCH 247.","",1,"C",20151,"['MWF 0200-0255PM']","Clinical and Counseling Psychology","Research",2015,17
"246",99713,1,21544,"['HIST']","This seminar examines one of history's most dramatic episodes: the Spanish conquest and colonization of Mexico. Through the reading of manifestos, letters, and chronicles of the period, students examine such topics as European and indigenous perceptions of the conquest, the role of missionaries, native efforts to resist Spanish domination, the ecological/biological consequences of 1492, and subsequent debates over the morality and meaning of the conquest. Offered periodically. Counts toward the History and Latin American Studies major, and the Latin American Studies concentration.","['MCG', 'WRI']",NA,"",NA,"['Jeane DeLaney']",100,"['HH 514', 'HH 514']","Conquest and Colonization","Open to first-year students only.",126,"False","False","",1,"O",20151,"['T 0935-1100', 'Th 0930-1050']","","Research",2015,12
"254",99726,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans. Topics and texts range from the Declaration of Independence and Thomas Jefferson's architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts toward American studies major.","",NA,"",NA,"['Eric J. Fure-Slocum', 'Judy Kutulas']",100,"['HH 403']","Declaring Independence: 1607-1865","Open to American Conversations students only.",101,"False","False","A",1,"C",20151,"['MWF 1255-0150PM']","Declaring Independence, 1607-1865","Research",2015,21
"255",99727,1,176,"['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans. Topics and texts range from the Declaration of Independence and Thomas Jefferson's architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts toward American studies major.","",NA,"",NA,"['Eric J. Fure-Slocum', 'Judy Kutulas']",100,"['HH 319']","Declaring Independence: 1607-1865","Open to American Conversations students only.",101,"False","False","B",1,"C",20151,"['MWF 1255-0150PM']","Declaring Independence, 1607-1865","Research",2015,18
