"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"1",89353,1,190,"['CHEM']","Students study contemporary questions concerning the environment from the fundamental properties of matter to human impact on natural processes, including damage to and protection of the environment. Students discover how chemistry intersects with everyday living, especially the abilities and limitations of science to address environmental issues. Laboratory work explores the characteristics and analysis of hazardous and beneficial materials. Counts toward environmental studies major and concentration; does not count toward chemistry major. Offered during Interim.","['IST', 'SED']",190,"","['Paul T. Jackson']",100,"['RNS 410']","A Matter of Environ","Students in Chemistry 124 must also register for lab Chemistry 124 L.",124,"False","False","",2,"C",20132,"['M-F 0800-1000']","A Matter of the Environment with Lab","Research",2013,25
"3",89355,1,11,"['AMST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"4",89356,1,68,"['ART']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"5",89357,1,73,"['ART']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"6",89358,1,93,"['ASIAN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"7",89359,1,96,"['ASIAN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"8",89360,1,153,"['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Piper Center for Vocation and Career, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"9",89361,1,174,"['BIO']","Biology 394 is for students who have completed one internship (Biology 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"10",89362,1,204,"['CHEM']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"11",89363,1,222,"['CHEM']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"12",89364,1,233,"['CLASS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"13",89365,1,235,"['CLASS']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"14",89366,1,248,"['CHIN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"15",89367,1,251,"['CHIN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"16",89368,1,276,"['ECON']","","",NA,"","['Anthony Becker']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,1
"17",89369,1,284,"['ECON']","Academic Internship.","",NA,"","['Ashley Hodgson']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"18",89370,1,299,"['CSCI']","This is an intermediate-level version of Computer Science 394.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"19",89371,1,306,"['CSCI']","Students gain experience in computer-industry positions. Projects have included contributions to team programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"20",89372,1,313,"['EDUC']","","",NA,"","['Maria L. Kelly']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,1
"21",89373,1,344,"['EDUC']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"22",89374,1,374,"['DANCE']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"23",89375,1,377,"['DANCE']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"24",89376,1,433,"['ENGL']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"25",89377,1,449,"['ENGL']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"26",89378,1,464,"['ENVST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"27",89379,1,466,"['ENVST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"28",89380,1,490,"['FREN']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"29",89381,1,494,"['FREN']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"30",89382,1,522,"['GERM']","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",2,"C",20132,"","Internship","Research",2013,0
"31",89383,1,529,"['GERM']","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least one 270-level course.","",2,"C",20132,"","Internship","Research",2013,0
"32",89384,1,543,"['GREEK']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
"33",89385,1,550,"['GREEK']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Academic Inernship","Research",2013,0
"34",89386,1,624,"['HIST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"35",89387,1,640,"['HIST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"36",89390,1,653,"['FAMST']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","Internship","Research",2013,0
"37",89391,1,656,"['FAMST']","","",NA,"","['Staff']",300,"","Academic Internship","",394,"True","False","",2,"C",20132,"","","Research",2013,0
"38",89392,1,686,"['IS']","","",NA,"","['Staff']",200,"","Academic Internship","",294,"True","False","",2,"C",20132,"","","Research",2013,0
