"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"3",93759,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"4",93760,1,14,"['AMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"5",93761,1,68,"['ART']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,0
"6",93762,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"11",93767,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,0
"12",93768,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"13",93769,1,248,"['CHIN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,0
"14",93770,1,251,"['CHIN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"15",93771,1,276,"['ECON']","","",NA,"",NA,"['Anthony Becker']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,1
"16",93772,1,284,"['ECON']","Academic Internship.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"21",93777,1,433,"['ENGL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"22",93778,1,449,"['ENGL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"23",93779,1,464,"['ENVST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"24",93780,1,466,"['ENVST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"25",93783,1,490,"['FREN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,0
"26",93784,1,494,"['FREN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"27",93785,1,522,"['GERM']","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: at least one 250-level course.","",1,"C",20141,"","Internship","Research",2014,0
"28",93786,1,529,"['GERM']","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","Prerequisite: at least one 270-level course.","",1,"C",20141,"","Internship","Research",2014,0
"29",93787,1,543,"['GREEK']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,0
"30",93788,1,550,"['GREEK']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","Academic Inernship","Research",2014,0
"31",93789,1,624,"['HIST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"32",93790,1,640,"['HIST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","Internship","Research",2014,0
"34",93792,1,656,"['FAMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"35",93793,1,668,"['JAPAN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,0
"36",93794,1,670,"['JAPAN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"37",93795,1,686,"['IS']","","",NA,"",NA,"['Timothy R. Howe']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,1
"38",93796,1,691,"['IS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20141,"","","Research",2014,0
"39",93797,1,707,"['ID']","","",NA,"",NA,"['M. Minda Oriña']",200,"","Academic Internship","",294,"True","False","",1,"C",20141,"","","Research",2014,1
