"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"2",105086,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","['WRI']",NA,"",NA,"['Adam H. Berliner']",200,"['RNS 204']","Abstract Algebra I","Open to first-year students with permission of department chair.",252,"False","Prerequisite: MATH 220. Permission of instructor required for first-year students.","A",1,"C",20161,"['MWF 1255-0150PM']","","Research",2016,19
"3",105087,1,747,"['MATH']","Algebra is concerned with sets of objects and operations that satisfy a few basic properties. Using the properties we study axiomatic systems such as groups, rings, and fields, covering topics such as homomorphisms, cosets, quotient structures, polynomial rings,and finite fields. Emphasis is on theory and on developing the ability to write proofs. Offered each semester. Counts toward computer science major. Prerequisite: MATH 220. Permission of instructor required for first-year students.","['WRI']",NA,"",NA,"['Adam H. Berliner']",200,"['RNS 204']","Abstract Algebra I","Open to first-year students with permission of department chair.",252,"False","Prerequisite: MATH 220. Permission of instructor required for first-year students.","B",1,"C",20161,"['MWF 0200-0255PM']","","Research",2016,18
"4",105088,1,11,"['AMST']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20161,"","","Research",2016,0
"5",105089,1,14,"['AMST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20161,"","","Research",2016,0
"7",105091,1,73,"['ART']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20161,"","","Research",2016,0
"9",105093,1,174,"['BIO']","Biology 394 is for students who have completed one internship (BIO 294) and wish to complete a second internship. Students interested in an internship should consult with the Piper Center for Vocation and Career, locate a faculty supervisor, and complete an internship form. Internships do not count toward the biology major requirements.","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20161,"","","Research",2016,0
"10",105094,1,204,"['CHEM']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"C",20161,"","","Research",2016,0
"11",105095,1,222,"['CHEM']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"C",20161,"","","Research",2016,0
"12",105096,1,233,"['CLASS']","","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20161,"","","Research",2016,0
"13",105097,1,235,"['CLASS']","","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20161,"","","Research",2016,0
